,Lot,CD,ZipCode,ZoneDist1,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,BsmtCode,YearBuilt,BoroCode,CondoNo,BIN,IsBopa,geox,geoy
1763,1,102,10014.0,68,137,4.0,1040,3007,1002,2005,0,1002,0,0,0,0,1,3.0,2,3,19.42,51.58,19.42,40.0,2.0,2.0,1910,1,0,1010993,0,40.736948967394966,-74.0035759758493
1764,7,102,10014.0,68,137,4.0,1503,3020,920,2100,0,920,0,0,0,0,1,3.0,2,3,20.0,75.17,20.0,42.0,3.0,2.0,1915,1,0,1010999,0,40.737289315827155,-74.0036048618783
1765,81,102,10014.0,1,16,4.0,2247,9887,1550,8337,0,1550,0,0,0,0,1,6.0,16,18,40.0,62.25,37.0,56.0,1.0,1.0,1900,1,0,1011048,0,40.7377998774595,-74.00207849484715
1766,1,102,10014.0,1,23,3.0,7012,91500,5000,86500,0,5000,0,0,0,0,1,17.0,127,129,89.42,116.42,89.0,100.0,2.0,2.0,1962,1,0,1011064,0,40.73828291721652,-74.00357243891807
1767,11,102,10014.0,1,23,3.0,11245,127072,10000,117072,0,10000,0,0,0,0,1,17.0,160,163,73.83,120.0,66.0,82.0,2.0,2.0,1960,1,0,1011066,0,40.73855740215279,-74.00324407658366
1768,43,102,10014.0,1,15,2.0,1205,4844,1200,3644,0,1200,0,0,0,0,1,5.0,8,9,28.5,55.33,29.0,55.0,3.0,2.0,1926,1,0,1011072,0,40.73913104380064,-74.00363022151402
1769,51,102,10014.0,1,13,2.0,1091,2691,650,2041,0,650,0,0,0,0,1,4.0,6,7,16.67,65.42,17.0,38.0,2.0,2.0,1900,1,0,1011075,0,40.73890597448147,-74.00361938357749
1770,21,102,10011.0,1,25,4.0,10292,43280,3080,40200,0,3080,0,0,0,0,1,6.0,56,59,102.17,103.25,101.0,87.0,3.0,2.0,1930,1,0,1011081,0,40.737821845053844,-74.0014542251728
1771,26,102,10011.0,1,16,4.0,2554,3521,1200,2321,0,1200,0,0,0,0,1,3.0,7,9,43.17,59.17,43.0,55.0,3.0,2.0,1930,1,0,1011082,0,40.73786850280223,-74.00167795329749
1772,34,102,10011.0,1,16,4.0,2137,4843,1200,3643,0,1200,0,0,0,0,2,4.0,8,10,40.0,56.5,40.0,53.0,3.0,2.0,1900,1,0,1011089,0,40.73827472284616,-74.00189086642675
1773,55,102,10011.0,10,65,8.0,36147,153000,153000,0,153000,0,0,0,0,0,1,6.0,0,2,206.58,200.0,206.0,200.0,2.0,1.0,1964,1,0,1011094,0,40.73771480557973,-74.00087325540063
1774,5,102,10011.0,32,78,4.0,3680,8360,5520,2840,1840,3680,0,0,0,0,3,3.0,3,7,46.0,126.0,46.0,80.0,3.0,2.0,1930,1,0,1080215,0,40.73946319166024,-74.00236723378178
1775,14,102,10011.0,32,26,4.0,2582,8812,1291,7521,0,1291,0,0,0,0,2,5.0,14,15,25.0,103.25,25.0,58.0,3.0,5.0,1900,1,0,1077299,0,40.739098151237435,-74.0017140699478
1776,15,102,10011.0,32,26,4.0,5163,17500,1500,16000,0,1500,0,0,0,0,1,5.0,30,31,50.0,103.25,50.0,59.0,3.0,2.0,1926,1,0,1011101,0,40.739046002661574,-74.00159498594519
1777,22,102,10011.0,32,16,4.0,3288,8050,2000,6050,0,2000,0,0,0,0,1,5.0,17,18,25.0,103.25,25.0,75.0,3.0,2.0,1920,1,0,1011104,0,40.73883191796365,-74.0010825661676
1778,26,102,10011.0,32,16,4.0,3300,9750,1850,7900,0,1850,0,0,0,0,1,5.0,8,9,25.0,131.5,25.0,74.0,3.0,2.0,1915,1,0,1011107,0,40.738664490464885,-74.0007902713165
1779,28,102,10011.0,32,26,4.0,7744,32000,4150,27850,0,4150,0,0,0,0,1,6.0,52,56,75.0,103.25,75.0,70.0,3.0,2.0,1969,1,0,1011109,0,40.738598617904245,-74.00053045556474
1780,32,102,10011.0,36,16,4.0,2600,12239,5200,7039,0,5200,0,0,0,0,1,5.0,12,18,26.0,100.0,26.0,98.0,3.0,2.0,1901,1,0,1011111,0,40.7385382345316,-74.00010464760159
1781,33,102,10011.0,36,25,4.0,11250,142204,10000,132204,0,10000,0,0,0,0,1,20.0,160,163,112.5,100.0,113.0,98.0,3.0,2.0,1931,1,0,1011112,0,40.738368059727314,-74.00022372878372
1782,44,102,10011.0,68,10,2.0,5235,27075,0,27075,0,0,0,0,0,0,1,6.0,36,36,50.0,103.25,50.0,90.0,3.0,2.0,1900,1,0,1011115,0,40.738362567970746,-74.00075418245075
1783,50,102,10011.0,68,12,2.0,1563,3840,0,2880,0,0,0,0,0,0,1,3.0,4,4,20.83,75.0,20.83,52.0,3.0,1.0,1899,1,0,1011118,0,40.73848607853535,-74.00115112271658
1784,51,102,10011.0,68,12,2.0,1562,3948,0,3948,0,0,0,0,0,0,1,4.0,4,4,20.83,75.0,21.0,47.0,3.0,1.0,1900,1,0,1011119,0,40.738513525389315,-74.00121607685045
1785,58,102,10011.0,68,16,4.0,2581,10500,1260,9240,0,1260,0,0,0,0,1,5.0,18,20,25.0,103.25,25.0,78.0,3.0,2.0,1900,1,0,1011125,0,40.73874133427166,-74.00165993253364
1786,7504,102,10011.0,1,131,4.0,10702,60292,8716,51576,0,8716,0,0,0,0,1,11.0,30,40,53.67,154.58,150.0,46.0,1.0,5.0,2008,1,2051,1011095,0,40.739224397050094,-74.00242496250004
1787,24,102,10014.0,1,13,2.0,3850,11085,0,11085,0,0,0,0,0,0,2,5.0,22,22,42.83,91.67,21.0,57.0,3.0,1.0,1925,1,0,1011143,0,40.733773240867976,-74.00485674479967
1788,33,102,10014.0,1,25,4.0,11925,136785,10000,126785,0,10000,0,0,0,0,1,16.0,200,207,96.0,125.0,96.0,111.0,2.0,2.0,1930,1,0,1011145,0,40.73351523865489,-74.00474486974952
1789,44,102,10014.0,68,16,4.0,2260,10638,1773,8865,0,1773,0,0,0,0,1,6.0,22,24,25.0,91.5,25.0,77.0,3.0,2.0,1910,1,0,1011149,0,40.73339168979714,-74.00552785321636
1790,45,102,10014.0,68,16,4.0,2296,11016,1400,9616,0,1400,0,0,0,0,1,6.0,22,24,25.0,91.83,25.0,78.0,3.0,2.0,1910,1,0,1011150,0,40.73337796183707,-74.00561445028252
1791,50,102,10014.0,1,141,4.0,1320,3705,800,2905,0,800,0,0,0,0,2,3.0,4,6,60.75,16.17,59.0,22.0,2.0,5.0,1905,1,0,1011152,0,40.73355094174999,-74.00419641557022
1792,51,102,10014.0,1,141,4.0,997,2661,800,1861,0,800,0,0,0,0,1,3.0,2,4,36.75,29.5,36.0,29.0,0.0,5.0,1900,1,0,1011153,0,40.73367445396182,-74.00424333091841
1793,65,102,10014.0,68,13,2.0,2407,9530,0,9530,0,0,0,0,0,0,1,5.0,20,20,25.33,95.0,25.0,82.0,2.0,2.0,1901,1,0,1011164,0,40.733959930922225,-74.00357942372857
1794,67,102,10014.0,68,13,2.0,6730,25955,500,25455,0,500,0,0,0,0,3,5.0,27,27,50.67,186.0,50.0,88.0,2.0,5.0,1910,1,0,1078175,0,40.73388857139326,-74.00344591330638
1795,41,102,10014.0,1,26,4.0,4314,20599,3434,17165,0,3434,0,0,0,0,1,6.0,25,32,49.58,87.0,49.0,87.0,3.0,2.0,1920,1,0,1011195,0,40.73421241796197,-74.00444903848931
1796,50,102,10014.0,1,136,4.0,814,3256,1628,1628,0,814,0,0,0,814,1,3.0,1,2,22.0,37.0,22.0,37.0,3.0,5.0,1899,1,0,1011202,0,40.73459119508641,-74.00442019718618
1797,56,102,10014.0,68,15,2.0,4800,19210,0,19210,0,0,0,0,0,0,2,5.0,30,30,50.0,96.0,25.0,84.0,3.0,2.0,1900,1,0,1084959,0,40.73458572435111,-74.00390059817593
1798,38,102,10014.0,1,14,2.0,3080,10874,1539,9335,0,1539,0,0,0,0,1,5.0,17,19,37.75,81.58,38.0,82.0,3.0,2.0,1910,1,0,1011246,0,40.73509347647202,-74.0046367315923
1799,58,102,10014.0,68,13,2.0,4320,23296,0,23296,0,0,0,0,0,0,2,5.0,40,40,71.0,72.0,30.0,70.0,2.0,1.0,1880,1,0,1078182,0,40.73535152421283,-74.00347485588705
1800,60,102,10014.0,68,1,1.0,600,2280,0,1710,0,0,0,0,0,0,2,3.0,1,1,15.0,40.0,15.0,38.0,3.0,1.0,1899,1,0,1011263,0,40.73517586257653,-74.00338824618481
1801,1,102,10014.0,1,16,4.0,4905,15594,3000,12594,0,3000,0,0,0,0,1,4.0,32,36,77.5,86.75,77.0,87.0,2.0,2.0,1949,1,0,1011281,0,40.73533770923374,-74.00575173326904
1802,17,102,10014.0,1,15,2.0,1907,5984,340,5644,0,340,0,0,0,0,1,4.0,17,18,38.17,50.0,38.0,40.0,2.0,2.0,1910,1,0,1011288,0,40.73565063670798,-74.00521411142122
1803,32,102,10014.0,1,9,2.0,1425,3040,0,3040,0,0,0,0,0,0,1,4.0,3,3,19.5,75.33,19.5,40.0,3.0,2.0,1899,1,0,1011300,0,40.735735740589305,-74.00483523752786
1804,48,102,10014.0,68,13,2.0,3397,9944,0,9944,0,0,0,0,0,0,3,4.0,11,11,53.5,63.5,53.5,63.5,0.0,5.0,1900,1,0,1011314,0,40.7360075149925,-74.00364448494116
1805,65,102,10014.0,68,15,2.0,2400,12271,1753,10518,0,1753,0,0,0,0,1,6.0,24,26,25.0,96.0,25.0,80.0,3.0,2.0,1900,1,0,1011322,0,40.73558205149863,-74.00440943778355
1806,20,102,10014.0,1,138,4.0,1025,3494,920,2574,0,920,0,0,0,0,1,4.0,3,4,20.5,50.0,21.0,50.0,3.0,5.0,1910,1,0,1011336,0,40.73631487435678,-74.00504817619134
1807,50,102,10014.0,68,10,2.0,2821,6740,0,6740,0,0,0,0,0,0,1,4.0,11,11,25.17,112.0,25.0,54.0,3.0,1.0,1910,1,0,1011363,0,40.73630392390379,-74.00434814246603
1808,17,102,10014.0,1,16,4.0,2387,9915,1983,7932,0,1983,0,0,0,0,1,5.0,8,10,34.58,76.0,35.0,71.0,3.0,2.0,1900,1,0,1011371,0,40.737270001879025,-74.00601531833054
1809,20,102,10014.0,1,10,2.0,1995,7167,0,7167,0,0,0,0,0,0,2,4.0,15,15,28.67,78.67,28.67,50.0,0.0,1.0,1905,1,0,1011373,0,40.737086101371176,-74.00605499478105
1810,53,102,10014.0,68,16,4.0,2910,15450,1500,13950,0,1500,0,0,0,0,1,6.0,22,25,40.92,72.0,41.0,72.0,2.0,1.0,1905,1,0,1011388,0,40.73698463851594,-74.00390434706414
1811,7503,102,10014.0,1,131,4.0,10462,123604,6762,116842,4858,1904,0,0,0,0,1,17.0,128,131,59.21,84.04,0.0,0.0,0.0,5.0,1910,1,439,1067716,0,40.7373057461016,-74.00466936178344
1812,27,102,10014.0,1,14,2.0,1680,3780,0,3780,0,0,0,0,0,0,1,3.0,8,8,21.0,80.0,21.0,50.0,3.0,1.0,1910,1,0,1011431,0,40.73796171921518,-74.0051998582488
1813,42,102,10014.0,1,136,4.0,840,2390,797,1593,0,797,0,0,0,0,1,3.0,1,2,20.0,50.33,20.0,40.0,3.0,5.0,1920,1,0,1011442,0,40.737769601516035,-74.00485703610106
1814,54,102,10014.0,1,47,5.0,571,1624,0,0,0,0,0,0,0,0,1,3.0,0,1,20.42,33.0,20.0,30.0,3.0,2.0,1841,1,0,1011447,0,40.7378217753841,-74.00426163753815
1815,55,102,10014.0,1,47,5.0,800,2293,0,0,0,0,0,0,0,0,1,3.0,0,1,18.5,52.0,19.0,40.0,3.0,2.0,1841,1,0,1011448,0,40.73784099103621,-74.00419668576306
1816,127,102,10011.0,68,11,2.0,1995,4169,0,4169,0,0,0,0,0,0,1,3.0,6,6,19.33,103.25,19.0,40.0,3.0,5.0,1920,1,0,1009605,0,40.73530212333357,-73.9966839146495
1817,7502,102,10011.0,68,121,3.0,5352,30263,1692,28571,0,0,0,305,0,1387,1,9.0,17,17,51.83,103.25,52.0,88.0,3.0,5.0,1912,1,1895,1087759,0,40.73476413671378,-73.99620042472084
1818,1,102,10011.0,3,23,3.0,10827,131126,5200,125926,0,5200,0,0,0,0,1,16.0,107,113,100.75,102.0,101.0,102.0,3.0,2.0,1960,1,0,1009609,0,40.73609262971557,-73.9973586471442
1819,7,102,10011.0,31,78,4.0,2000,4032,2432,1600,0,2432,0,0,0,0,1,4.0,2,4,20.0,100.0,20.0,40.0,3.0,2.0,1900,1,0,1080143,0,40.736287503954465,-73.99722151960749
1820,10,102,10011.0,31,78,4.0,2500,5129,3100,2029,0,3100,0,0,0,0,2,3.0,2,3,25.0,100.0,25.0,100.0,2.0,2.0,1920,1,0,1080145,0,40.736443952120474,-73.99710965192206
1821,66,102,10011.0,68,23,3.0,9575,67421,7000,60421,7000,0,0,0,0,0,1,10.0,70,80,104.0,103.25,104.0,80.0,3.0,2.0,1952,1,0,1009632,0,40.735691870191204,-73.99641326646481
1822,7504,102,10011.0,31,131,4.0,6620,29164,8940,20224,0,8940,0,0,0,0,1,7.0,7,9,60.2,101.6,0.0,0.0,0.0,5.0,1920,1,1048,1009615,0,40.7359224221537,-73.9961859250858
1823,13,102,10011.0,34,78,4.0,2581,9947,9947,0,0,2525,0,7422,0,0,1,4.0,0,2,25.0,103.25,25.0,48.0,3.0,2.0,1900,1,0,1009709,0,40.736803490575404,-73.99626886886453
1824,14,102,10011.0,34,26,4.0,2581,12800,2300,10500,0,2300,0,0,0,0,1,7.0,18,19,25.0,103.25,25.0,103.0,3.0,2.0,1900,1,0,1009710,0,40.73677329569516,-73.99618948482244
1825,15,102,10011.0,31,52,8.0,9812,60930,8540,0,0,8540,0,0,0,0,3,9.0,65,67,45.0,206.5,45.0,206.0,3.0,2.0,1910,1,0,1080154,0,40.73658939665603,-73.99617145317713
1826,17,102,10011.0,34,28,3.0,2581,16400,4690,11710,0,4690,0,0,0,0,1,6.0,9,10,25.0,103.25,25.0,93.0,3.0,2.0,1920,1,0,1009711,0,40.73667996660533,-73.99596937548138
1827,18,102,10011.0,34,26,4.0,2581,13712,1950,11762,0,1950,0,0,0,0,1,6.0,18,19,25.0,103.25,25.0,103.0,3.0,2.0,1900,1,0,1009712,0,40.736647026636426,-73.99588638345594
1828,30,102,10011.0,31,23,3.0,18070,100315,5200,95115,0,5200,0,0,0,0,1,6.0,83,86,50.0,206.5,50.0,198.0,3.0,2.0,1962,1,0,1009714,0,40.73596355127882,-73.99507453597674
1829,37,102,10011.0,34,101,5.0,4440,19642,19642,0,10990,4326,0,4326,0,0,1,4.0,0,8,43.0,103.25,43.0,103.0,3.0,2.0,1910,1,0,1080157,0,40.73600468980115,-73.99436006958044
1830,7502,102,10011.0,31,131,4.0,23231,233409,54476,178933,0,54476,0,0,0,0,1,12.0,77,78,206.5,125.0,206.5,125.0,0.0,5.0,1906,1,1180,1009706,0,40.73683918812513,-73.99679209153167
1831,7503,102,10011.0,31,131,4.0,2581,12930,4134,8796,0,4134,0,0,0,0,1,9.0,7,9,25.0,103.25,25.0,103.0,0.0,5.0,1900,1,1793,1087711,0,40.73575492766417,-73.99457659395672
1832,7504,102,10011.0,34,131,4.0,5163,31874,6363,25511,0,6363,0,0,0,0,1,10.0,30,31,50.0,103.25,50.0,81.7,1.0,5.0,2008,1,2158,1088513,0,40.73616115865868,-73.99473893930842
1833,67,102,10013.0,59,99,5.0,10207,120592,120592,0,120592,0,0,0,0,0,1,12.0,0,10,75.0,130.67,75.0,130.0,3.0,2.0,1928,1,0,1009728,0,40.72487741537198,-74.00634611718894
1834,70,102,10013.0,59,13,2.0,2685,10550,0,10550,0,0,0,0,0,0,1,5.0,11,11,29.83,90.0,29.0,73.0,3.0,2.0,1870,1,0,1009729,0,40.72472645668885,-74.00629198596192
1835,7501,102,10014.0,59,125,5.0,34961,351759,351759,0,351759,0,0,0,0,0,1,17.0,0,2,0.8,0.0,202.0,160.0,0.0,5.0,1910,1,2544,1009746,0,40.7269194816905,-74.0069163612511
1836,45,102,10014.0,54,154,11.0,25000,0,0,0,0,0,0,0,0,0,0,0.0,0,0,200.0,125.0,0.0,0.0,0.0,5.0,0,1,0,1009756,0,40.72909608861155,-74.00665680923792
1837,63,102,10014.0,54,102,5.0,25000,299592,299592,0,275592,24000,0,0,0,0,1,12.0,0,33,200.0,125.0,200.0,125.0,2.0,2.0,1926,1,0,1009758,0,40.72900282035671,-74.00565737792591
1838,11,102,10014.0,1,9,2.0,2500,5328,0,3996,0,0,0,0,0,0,1,2.0,3,3,25.0,100.0,25.0,56.0,3.0,1.0,1901,1,0,1009783,0,40.73068257832684,-74.00628172401369
1839,26,102,10014.0,68,16,4.0,2512,8401,1500,6901,0,0,0,0,0,1500,1,4.0,8,9,23.08,78.0,23.0,75.0,3.0,2.0,1915,1,0,1009826,0,40.73121784953975,-74.00541582049514
1840,29,102,10014.0,68,1,1.0,1947,2664,0,2664,0,0,0,0,0,0,1,3.0,1,1,24.33,80.0,24.33,37.0,2.0,2.0,1901,1,0,1009829,0,40.73142372398158,-74.00502254858097
1841,7501,102,10014.0,1,131,4.0,25000,106765,6132,100633,0,6132,0,0,0,0,3,6.0,169,170,200.0,125.0,0.0,200.0,0.0,5.0,1925,1,743,1077817,0,40.73126995451882,-74.0063070363958
1842,23,102,10014.0,68,2,1.0,1368,3840,0,2880,0,0,0,0,0,0,1,3.0,1,1,20.25,67.58,20.0,44.0,2.0,5.0,1910,1,0,1009861,0,40.732277321961156,-74.00547724598654
1843,16,102,10014.0,68,9,2.0,1600,4360,0,4360,0,0,0,0,0,0,1,4.0,3,3,20.0,80.0,20.0,52.0,3.0,1.0,1798,1,0,1009902,0,40.73060310598089,-74.00324729745331
1844,40,102,10014.0,68,20,3.0,3750,15575,0,15575,0,0,0,0,0,0,1,5.0,34,34,50.0,75.0,50.0,55.0,3.0,2.0,1958,1,0,1009909,0,40.730111776824046,-74.00383178274262
1845,57,102,10014.0,68,16,4.0,4500,19380,4500,14880,0,4500,0,0,0,0,1,6.0,32,34,50.0,90.0,50.0,76.0,3.0,2.0,1910,1,0,1009916,0,40.731149303402056,-74.00354679951262
1846,26,102,10014.0,10,16,4.0,4200,20797,3475,17322,0,3000,0,0,0,475,1,6.0,25,28,80.83,50.0,72.0,50.0,3.0,2.0,1900,1,0,1009950,0,40.73156925557179,-74.0033916709596
1847,46,102,10014.0,68,16,4.0,5714,28635,2827,25808,0,2827,0,0,0,0,1,6.0,48,51,73.0,77.92,73.0,78.0,3.0,2.0,1910,1,0,1009961,0,40.73185192721484,-74.00450300352568
1848,7501,102,10014.0,68,120,2.0,5663,14563,0,14563,0,0,0,0,0,0,1,5.0,30,30,75.35,75.17,0.0,0.0,0.0,5.0,1929,1,293,1009975,0,40.73170644160428,-74.00483855332088
1849,3,102,10014.0,68,136,4.0,1700,3864,1560,2304,0,1560,0,0,0,0,1,3.0,1,2,24.75,67.33,20.0,68.0,0.0,5.0,1890,1,0,1083531,0,40.73209069795732,-74.00505507255274
1850,26,102,10014.0,10,16,4.0,3166,8596,2000,6596,0,2000,0,0,0,0,1,4.0,9,11,39.17,80.83,20.0,38.0,3.0,2.0,1900,1,0,1010021,0,40.732431090694654,-74.00395098695229
1851,45,102,10014.0,68,16,4.0,5340,22785,1620,21165,0,1620,0,0,0,0,2,5.0,36,42,59.17,96.92,30.0,76.0,3.0,2.0,1890,1,0,1084948,0,40.732993697305886,-74.00559276847893
1852,47,102,10014.0,68,16,4.0,1687,8545,2125,6420,0,2125,0,0,0,0,1,5.0,16,18,25.92,86.58,28.0,71.0,3.0,2.0,1900,1,0,1010035,0,40.733029386030324,-74.00544844188774
1853,54,102,10014.0,68,16,4.0,5270,21849,3600,18249,0,3600,0,0,0,0,1,5.0,37,40,69.5,82.42,70.0,60.0,3.0,2.0,1920,1,0,1010039,0,40.733133714533295,-74.00482422397897
1854,67,102,10014.0,1,16,4.0,4049,11704,2072,9632,0,2072,0,0,0,0,1,4.0,15,17,47.08,86.0,47.0,75.0,3.0,1.0,1900,1,0,1083532,0,40.73300198611428,-74.00432627757326
1855,2,102,10014.0,70,138,4.0,2000,5195,1000,4195,0,1000,0,0,0,0,1,4.0,3,4,20.92,100.0,21.0,86.0,3.0,5.0,1929,1,0,1010059,0,40.730762321580976,-74.00244630325955
1856,3,102,10014.0,70,138,4.0,2092,4667,650,4017,0,650,0,0,0,0,1,4.0,3,4,20.92,100.0,21.0,88.0,3.0,5.0,1920,1,0,1010060,0,40.730819960665656,-74.00248238657578
1857,5,102,10014.0,70,138,4.0,2091,5794,1447,4347,0,1447,0,0,0,0,1,4.0,3,4,20.92,100.0,21.0,60.0,3.0,5.0,1920,1,0,1010062,0,40.73091877018938,-74.00255816088956
1858,65,102,10014.0,1,19,3.0,3605,22671,3097,19574,0,3097,0,0,0,0,1,5.0,16,17,49.67,77.83,50.0,78.0,3.0,2.0,1911,1,0,1011921,0,40.736015638701204,-74.00622449236974
1859,26,102,10014.0,68,20,3.0,14425,70350,0,70350,0,0,0,0,0,0,1,6.0,90,90,148.42,105.58,151.0,96.0,1.0,2.0,1950,1,0,1011938,0,40.736693558536,-74.00682716486112
1860,36,102,10014.0,68,14,2.0,1930,3960,0,3960,0,0,0,0,0,0,1,4.0,7,7,22.0,95.0,22.0,51.0,3.0,0.0,1910,1,0,1011942,0,40.73654257087132,-74.00725655255083
1861,34,102,10014.0,2,101,5.0,4191,9343,8678,665,5516,1225,1937,0,0,0,1,3.0,1,4,44.0,95.25,44.0,95.25,0.0,5.0,1920,1,0,1011982,0,40.732809558880106,-74.00930201116952
1862,51,102,10014.0,3,20,3.0,2170,12880,700,12180,700,0,0,0,0,0,1,10.0,6,7,23.5,95.08,20.0,60.0,0.0,5.0,2005,1,0,1012002,0,40.73507669526481,-74.00967037942195
1863,7505,102,10014.0,3,131,4.0,12443,66871,5017,61854,0,1673,0,3344,0,0,1,16.0,29,30,136.33,101.9,103.92,92.0,0.0,5.0,2004,1,1453,1087065,0,40.73410504913966,-74.00970992968578
1864,7508,102,10014.0,69,121,3.0,7547,44289,0,44289,0,0,0,0,0,0,1,8.0,20,20,80.0,82.67,80.0,82.0,3.0,5.0,1905,1,2097,1011994,0,40.734475618701616,-74.00937441011267
1865,1,102,10014.0,35,27,3.0,96530,637555,21134,616421,0,0,0,0,0,21134,1,13.0,384,384,294.0,374.0,210.0,152.0,0.0,5.0,1926,1,0,1012047,0,40.736528718149465,-74.00907519934503
1866,5,102,10014.0,4,40,10.0,10255,200,200,0,0,0,200,0,0,0,1,4.0,0,0,146.5,70.0,0.0,50.0,0.0,5.0,1900,1,0,1087280,0,40.73798890635704,-74.00932799380658
1867,7502,102,10014.0,32,121,3.0,34917,147927,19630,128297,0,0,19630,0,0,0,1,11.0,84,84,205.44,175.92,0.0,0.0,0.0,5.0,1997,1,1066,1085734,0,40.73844184748136,-74.00859552506263
1868,1,102,10014.0,32,24,3.0,62290,434276,38026,396250,0,38026,0,0,0,0,2,10.0,318,332,163.42,367.92,163.0,367.92,0.0,2.0,1930,1,0,1012154,0,40.739059398391774,-74.00883737866847
1869,43,102,10014.0,54,76,5.0,16580,22604,22604,0,0,22604,0,0,0,0,6,1.0,0,8,72.25,201.5,72.0,79.75,0.0,5.0,1920,1,0,1080252,0,40.73918300269425,-74.00756717739431
1870,49,102,10014.0,54,78,4.0,8125,11713,11713,0,0,5857,0,0,0,5856,2,2.0,0,3,92.0,87.0,42.0,88.0,3.0,2.0,1905,1,0,1080258,0,40.73917754682374,-74.00703671659903
1871,54,102,10014.0,54,76,5.0,6427,9685,9685,0,0,9685,0,0,0,0,1,2.0,0,1,69.42,92.58,69.42,92.58,3.0,2.0,1941,1,0,1012157,0,40.73920501414878,-74.0067047306818
1872,1,102,10014.0,54,78,4.0,94394,77923,77923,0,38961,38962,0,0,0,0,2,2.0,0,1,486.5,317.25,253.0,172.08,0.0,5.0,1949,1,0,1012181,0,40.740091446027115,-74.00855965165458
1873,36,102,10014.0,54,76,5.0,817,1678,1678,0,839,839,0,0,0,0,1,2.0,0,2,18.75,44.92,18.75,44.0,3.0,2.0,1940,1,0,1012185,0,40.739885642755695,-74.00781264274262
1874,43,102,10014.0,54,78,4.0,13260,64683,64683,0,21144,25500,0,0,0,0,3,6.0,0,6,104.0,158.0,52.0,99.0,3.0,2.0,1908,1,0,1080264,0,40.73975392508532,-74.00735072600594
1875,55,102,10014.0,54,8,1.0,1197,2280,0,2280,0,0,0,0,0,0,1,3.0,2,2,19.0,63.0,19.0,40.0,3.0,2.0,1899,1,0,1012194,0,40.73958653527863,-74.00669394328982
1876,56,102,10014.0,54,78,4.0,2442,4600,4600,0,1200,3400,0,0,0,0,2,3.0,2,3,11.75,54.92,11.75,60.0,3.0,2.0,1899,1,0,1012195,0,40.739534381625255,-74.00675167552123
1877,64,102,10014.0,54,78,4.0,2020,2950,1800,1150,0,1800,0,0,0,0,1,2.0,1,2,25.25,80.0,25.24,75.0,3.0,0.0,1940,1,0,1012198,0,40.73959746068992,-74.00756000727525
1878,22,102,10014.0,54,101,5.0,2581,6250,6250,0,3850,2400,0,0,0,0,1,3.0,0,3,25.0,103.25,25.84,103.24,3.0,2.0,1910,1,0,1012205,0,40.74072549818187,-74.00836125700683
1879,25,102,10014.0,54,101,5.0,10325,41890,41890,0,31663,10227,0,0,0,0,1,6.0,0,2,103.25,100.0,103.33,100.0,3.0,2.0,2013,1,0,1012207,0,40.74062950058053,-74.0073544312568
1880,39,102,10014.0,54,101,5.0,2984,17667,17667,0,14134,3533,0,0,0,0,1,5.0,0,2,38.5,77.5,0.0,0.0,0.0,5.0,2010,1,0,1088644,0,40.740278228495406,-74.00641614810134
1881,62,102,10014.0,54,76,5.0,2581,7743,7743,0,0,7743,0,0,0,0,1,2.0,0,1,25.0,103.25,25.0,103.25,0.0,5.0,1900,1,0,1012217,0,40.74042911397521,-74.00765753493214
1882,1,102,10014.0,54,31,6.0,23541,47392,47392,0,0,0,0,0,47392,0,4,3.0,0,4,206.5,153.0,103.25,153.0,0.0,5.0,1900,1,0,1080269,0,40.741587365292986,-74.00814845168189
1883,14,102,10014.0,54,78,4.0,5162,16501,16501,0,7161,9340,0,0,0,0,1,3.0,0,1,50.0,103.25,50.0,103.25,3.0,2.0,1936,1,0,1012224,0,40.74157367927896,-74.0075963185402
1884,18,102,10014.0,54,77,5.0,7743,31449,31449,0,0,13006,0,0,0,0,1,5.0,0,3,75.0,103.25,25.0,103.0,0.0,2.0,1920,1,0,1012227,0,40.74148860538229,-74.00739061306619
1885,27,102,10014.0,54,101,5.0,10325,53658,53658,0,43152,10506,0,0,0,0,1,5.0,0,49,50.0,123.25,51.0,206.0,3.0,2.0,1900,1,0,1012229,0,40.74118121409111,-74.00705858030298
1886,29,102,10014.0,54,32,6.0,2581,15486,15486,0,0,0,0,0,15486,0,1,6.0,0,2,25.0,103.25,25.0,103.25,3.0,2.0,1908,1,0,1012230,0,40.741255335223016,-74.00684567573127
1887,37,102,10014.0,54,13,2.0,2575,6221,2500,3721,0,2500,0,0,0,0,1,3.0,4,5,25.0,103.25,25.0,103.25,3.0,5.0,1900,1,0,1012235,0,40.740989130169176,-74.00621413100015
1888,7501,102,10014.0,54,126,5.0,15487,80330,80330,0,42614,27182,0,10534,0,0,1,5.0,0,4,50.0,206.5,100.0,206.5,0.0,5.0,1900,1,1261,1086105,0,40.740805215898575,-74.00650280670897
1889,50,104,10001.0,54,167,7.0,82301,630078,630078,0,0,5000,412728,0,0,212350,1,6.0,0,1,185.0,593.0,116.0,593.0,1.0,2.0,1994,1,0,1075683,0,40.75093334381005,-74.00644965723231
