,Lot,CD,ZipCode,ZoneDist1,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,BsmtCode,YearBuilt,BoroCode,CondoNo,BIN,IsBopa,geox,geoy
0,17,108,10128.0,75,98,5.0,5035,28728,28728,0,20000,0,8728,0,0,0,1,5.0,0,3,50.0,100.71,50.0,96.0,3.0,2.0,1925,1,0,1050732,0,40.778999525685954,-73.94588597616715
1,24,108,10128.0,65,16,4.0,11832,46421,4747,41674,671,4076,0,0,0,0,1,5.0,62,67,125.87,94.0,125.0,88.0,2.0,2.0,1920,1,0,1050734,0,40.779012954333275,-73.94526130860349
2,48,108,10128.0,13,16,4.0,6103,23740,4748,18992,0,1660,0,0,0,0,3,5.0,25,28,75.71,94.0,25.0,70.0,0.0,2.0,1915,1,0,1050744,0,40.77977675275998,-73.94688913955866
3,50,108,10128.0,13,16,4.0,2342,8486,1000,7486,0,1000,0,0,0,0,1,5.0,8,10,24.92,94.0,25.0,67.0,3.0,2.0,1915,1,0,1050745,0,40.7796505248816,-73.94695423403876
4,2,108,10128.0,13,16,4.0,2350,8835,1600,7235,0,1600,0,0,0,0,1,5.0,13,15,25.0,94.0,25.0,75.0,3.0,2.0,1920,1,0,1050747,0,40.780097769987606,-73.9466361281481
5,3,108,10128.0,13,16,4.0,2350,9645,1800,7845,0,1800,0,0,0,0,1,5.0,13,15,25.0,94.0,25.0,79.0,3.0,2.0,1920,1,0,1050748,0,40.780160877144226,-73.94658913724689
6,4,108,10128.0,13,16,4.0,2350,8745,1745,7000,0,1745,0,0,0,0,1,5.0,13,15,25.0,94.0,25.0,79.0,3.0,2.0,1920,1,0,1050749,0,40.78022124122119,-73.94654575925642
7,12,108,10128.0,51,76,5.0,5035,10066,10066,0,0,0,0,0,0,10066,1,2.0,0,1,50.0,100.71,40.0,60.0,3.0,2.0,1920,1,0,1050752,0,40.77979547005706,-73.94582394615288
8,22,108,10128.0,65,26,4.0,18933,346325,52751,293574,7361,390,45000,0,0,0,1,37.0,328,334,201.0,94.0,195.0,91.0,3.0,2.0,1986,1,0,1050756,0,40.779558970749605,-73.9448708974823
9,35,108,10128.0,51,35,10.0,7553,15000,15000,0,0,0,15000,0,0,0,1,2.0,0,1,75.0,100.71,75.0,100.0,3.0,0.0,1946,1,0,1050759,0,40.77995997529315,-73.94544468004851
10,49,108,10128.0,13,25,4.0,7796,194212,4000,190212,0,4000,0,0,0,0,1,32.0,196,199,100.0,75.71,94.0,75.0,3.0,2.0,2004,1,0,1086205,0,40.78039958189901,-73.9464011837983
11,14,108,10075.0,66,23,3.0,18900,232400,0,232400,0,0,0,0,0,0,1,30.0,163,163,185.0,102.25,178.0,102.0,1.0,2.0,1981,1,0,1050766,0,40.771027405545844,-73.94882762723608
12,37,108,10075.0,77,20,3.0,10216,62767,0,62767,0,0,0,0,0,0,1,8.0,103,103,100.0,102.17,100.0,74.0,3.0,2.0,1975,1,0,1050770,0,40.77135128470982,-73.94882737836619
13,27,108,10028.0,66,25,4.0,22783,109723,26426,83297,9426,0,17000,0,0,0,1,6.0,102,103,102.17,223.0,98.0,214.0,2.0,1.0,1950,1,0,1050872,0,40.77173507344257,-73.9477692545953
14,49,108,10028.0,65,141,4.0,1825,7925,1925,6000,0,1925,0,0,0,0,1,5.0,6,8,25.0,73.0,25.0,70.0,3.0,2.0,1920,1,0,1050878,0,40.77249329701096,-73.94928140851202
15,149,108,10028.0,65,47,5.0,1279,5855,0,0,0,0,0,0,0,0,1,5.0,0,1,25.0,51.17,25.0,42.0,3.0,2.0,1920,1,0,1050879,0,40.77239717070399,-73.94914428753698
16,7501,108,10028.0,77,121,3.0,12771,94886,8000,86886,0,0,8000,0,0,0,1,14.0,163,163,125.0,102.17,125.0,64.0,0.0,5.0,1964,1,33,1050880,0,40.77196862527863,-73.94832145498272
17,17,108,10028.0,77,13,2.0,12771,52000,0,52000,0,0,0,0,0,0,5,5.0,100,100,125.0,102.17,25.0,72.0,3.0,2.0,1900,1,0,1078720,0,40.7722181261041,-73.94772194100699
18,25,108,10028.0,66,20,3.0,4998,16110,0,16110,0,0,0,0,0,0,1,5.0,30,30,51.0,98.0,51.0,65.0,3.0,2.0,1910,1,0,1051138,0,40.7720998851498,-73.94724546667567
19,10,101,10004.0,53,173,4.405676442762536,123800,123800,123800,0,0,0,0,0,0,123800,2,3.0,0,1,362.0,177.33,37.0,227.0,1.0,0.0,1960,1,0,1000004,0,40.700917659109294,-74.0144440391975
20,28,101,10004.0,28,78,4.0,769,4104,4104,0,1026,3078,0,0,0,0,1,4.5,0,3,19.0,53.92,19.0,54.0,3.0,2.0,1920,1,0,1000009,0,40.703259317218134,-74.01107956228412
21,37,101,10004.0,28,111,8.0,1885,9240,9240,0,0,3770,0,0,0,5470,1,5.5,0,2,29.0,66.92,29.0,66.0,3.0,2.0,1900,1,0,1000013,0,40.70339929012429,-74.01118417798978
22,7501,101,10004.0,28,131,4.0,7780,44097,11254,32843,0,7200,0,4054,0,0,1,6.0,42,43,106.0,74.42,106.0,36.0,0.0,5.0,1920,1,735,1077806,0,40.70342677631622,-74.01078023920938
23,7502,101,10004.0,28,131,4.0,3095,14894,5087,9807,0,5087,0,0,0,0,1,4.5,1,2,29.42,106.58,30.0,107.0,0.0,5.0,1920,1,1695,1087449,0,40.70338009862224,-74.01095695677127
24,39,101,10004.0,28,53,5.0,5598,46724,0,0,0,0,0,0,0,0,1,7.5,0,1,78.92,57.15,78.0,57.0,3.0,2.0,1950,1,0,1078968,0,40.70311921039684,-74.01229857682567
25,44,101,10004.0,28,148,7.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,111.42,138.08,0.0,0.0,0.0,5.0,0,1,0,1000016,0,40.70314395424368,-74.01190906620035
26,1,101,10004.0,28,100,5.0,29481,845018,845018,0,839651,5367,0,0,0,0,1,32.0,0,9,211.33,162.17,210.0,146.0,1.0,2.0,1970,1,0,1000018,0,40.702759534650475,-74.01330114564341
27,1,101,10004.0,28,98,5.0,8671,24484,24484,0,24484,0,0,0,0,0,1,2.0,0,1,22.08,191.75,22.0,191.0,2.0,2.0,1963,1,0,1000022,0,40.7034650676506,-74.01213994849309
28,14,101,10004.0,28,100,5.0,13214,365792,365792,0,365792,0,0,0,0,0,1,30.0,0,15,81.92,161.17,58.0,160.0,1.0,2.0,1986,1,0,1000023,0,40.70338266636777,-74.01268092874449
29,23,101,10004.0,28,100,5.0,18729,321994,321994,0,307948,14046,0,0,0,0,1,21.0,0,20,121.75,167.25,122.0,162.0,2.0,2.0,1962,1,0,1000027,0,40.703808096577696,-74.01275674949001
30,33,101,10004.0,28,46,5.0,6834,143730,0,0,0,0,0,0,0,0,1,43.0,0,1,71.5,125.0,71.12,125.0,0.0,2.0,2007,1,0,1087618,0,40.703841083609994,-74.0122987100015
31,15,101,10004.0,28,104,5.0,3060,19478,15218,4260,15218,0,0,0,0,0,1,5.5,3,4,44.0,66.08,43.0,65.0,2.0,0.0,1908,1,0,1000036,0,40.70481004137073,-74.01176509534966
32,21,101,10004.0,28,100,5.0,13135,361710,361710,0,348615,12000,0,1095,0,0,1,35.0,0,22,131.08,107.0,131.0,107.0,3.0,1.0,1935,1,0,1000038,0,40.70431048531761,-74.01185156763121
33,5,101,10004.0,28,100,5.0,28814,434220,434220,0,411720,22500,0,0,0,0,1,22.0,0,50,162.33,200.67,152.0,200.0,3.0,1.0,1900,1,0,1000044,0,40.705281857361975,-74.01427186139269
34,27,101,10004.0,28,100,5.0,48071,809401,809401,0,587215,42000,0,301,0,179885,1,23.0,0,12,202.92,248.33,203.0,248.0,0.0,2.0,1921,1,0,1000045,0,40.70575947957789,-74.01400145637443
35,7501,101,10004.0,28,131,4.0,64633,1202417,756035,446382,756035,0,0,0,0,0,2,31.0,500,602,180.67,363.96,0.0,0.0,0.0,5.0,1902,1,1025,1082634,0,40.70560004530172,-74.01583726119836
36,1,101,10280.0,38,76,5.0,83100,28732,28732,0,0,28732,0,0,0,0,1,3.0,0,1,77.0,293.0,40.0,323.0,1.0,0.0,1910,1,0,1085492,0,40.70410108068747,-74.01803336952291
37,20,101,10280.0,0,27,3.0,29700,230766,0,230765,0,0,0,0,0,0,1,9.0,209,210,198.0,150.0,0.0,0.0,0.0,5.0,1998,1,0,1085778,0,40.70729878254519,-74.01770240466377
38,185,101,10282.0,0,27,3.0,14451,278142,2000,276141,2000,0,0,0,0,0,1,24.0,253,256,196.0,70.0,196.0,70.0,1.0,2.0,2004,1,0,1086547,0,40.71628545671713,-74.0154610302042
39,195,101,10282.0,0,27,3.0,18270,356483,0,356483,0,0,0,0,0,0,1,24.0,274,276,196.0,135.0,0.0,0.0,0.0,5.0,2004,1,0,1086507,0,40.71695249596833,-74.01498861955153
40,200,101,10282.0,0,27,3.0,38225,484000,0,484000,0,0,0,0,0,0,2,27.0,396,400,141.75,196.0,202.0,0.0,1.0,0.0,1998,1,0,1085774,0,40.717718278851144,-74.01502847328429
41,210,101,10282.0,0,27,3.0,10292,357000,1000,356000,0,1000,0,0,0,0,1,42.0,340,341,100.0,121.0,0.0,0.0,0.0,5.0,1998,1,0,1085486,0,40.7182617873604,-74.01467145925544
42,7501,101,10280.0,0,131,4.0,16951,179174,1092,177488,0,1092,0,0,0,0,1,25.0,238,239,133.0,122.44,0.0,0.0,0.0,5.0,1985,1,308,1000061,0,40.70985138334244,-74.01789064578611
43,7502,101,10280.0,0,121,3.0,27838,123284,11136,112148,0,0,10690,0,0,446,1,15.0,133,133,287.38,100.5,287.0,100.0,0.0,5.0,1986,1,313,1000301,0,40.71010669571937,-74.0175696914088
44,7505,101,10280.0,0,131,4.0,23910,203837,1177,202660,1177,0,0,0,0,0,1,26.0,246,247,160.0,149.63,0.0,0.0,0.0,5.0,1987,1,371,1000544,0,40.70907733373284,-74.01805996436771
45,7508,101,10280.0,0,131,4.0,37248,428589,4750,423839,1640,3110,0,0,0,0,1,44.0,545,547,166.0,188.0,0.0,0.0,0.0,5.0,1987,1,498,1065475,0,40.70847098942676,-74.01640062131241
46,7510,101,10280.0,0,131,4.0,24167,251929,7464,244465,6885,0,0,579,0,0,1,28.0,293,294,199.0,143.18,0.0,0.0,0.0,5.0,1988,1,779,1080815,0,40.7076228296158,-74.01659518331881
47,7511,101,10280.0,0,131,4.0,29850,157584,33013,124571,0,3785,15560,0,0,13668,2,9.0,163,165,199.0,150.0,0.0,0.0,0.0,5.0,1990,1,780,1082813,0,40.70792191340911,-74.01724449629837
48,7512,101,10282.0,0,126,5.0,79338,628200,215884,0,0,215884,0,0,0,0,1,14.0,0,2,259.0,269.0,0.0,0.0,0.0,5.0,1988,1,1163,1085867,0,40.71498995423799,-74.01527675927316
49,7513,101,10004.0,0,131,4.0,46266,523677,294617,229060,0,0,0,0,0,294617,2,38.0,115,117,369.0,229.4,0.0,0.0,0.0,5.0,2003,1,1217,1085789,0,40.70557235304051,-74.01752521527888
50,7517,101,10280.0,0,131,4.0,35352,407751,70281,337470,47547,4530,18204,0,0,0,1,33.0,245,248,198.0,200.0,200.0,198.0,1.0,5.0,2006,1,1902,1085778,0,40.70729878254519,-74.01770240466377
51,7520,101,10282.0,0,131,4.0,32218,377325,79700,297625,0,14536,0,0,0,65164,1,32.0,280,281,260.0,179.0,0.0,0.0,1.0,5.0,2008,1,2257,1087847,0,40.71597264680204,-74.01475392364158
52,7521,101,10282.0,0,121,3.0,14500,289251,1418,287833,0,0,0,1418,0,0,1,27.0,166,166,196.58,71.5,196.0,71.0,0.0,5.0,2000,1,2557,1085929,0,40.717270775150865,-74.01583281958995
53,1,101,10006.0,28,100,5.0,22197,650740,650740,0,633379,15361,0,2000,0,0,1,33.0,0,99,105.08,202.17,105.0,202.0,2.0,1.0,1913,1,0,1000808,0,40.70710454975663,-74.01283673072939
54,13,101,10004.0,28,100,5.0,46055,860889,860889,0,856889,3500,0,500,0,0,1,32.0,0,117,277.58,207.0,277.58,207.0,0.0,2.0,1923,1,0,1000811,0,40.70542749164906,-74.01290132921106
55,7,101,10004.0,28,100,5.0,42178,1165659,1165659,0,1156659,9000,0,0,0,0,1,50.0,0,1,362.33,102.0,362.33,102.0,0.0,5.0,1930,1,0,1000815,0,40.70712112616141,-74.0118304263107
56,50,101,10005.0,28,100,5.0,19975,466820,466820,0,466820,0,0,0,0,0,1,27.0,0,1,121.5,150.67,121.5,150.67,0.0,2.0,1956,1,0,1000816,0,40.706613382069136,-74.01146244159717
57,1,101,10004.0,28,100,5.0,44757,974958,974958,0,957364,17594,0,0,0,0,1,38.0,0,0,214.08,245.92,214.08,245.83,0.0,2.0,1961,1,0,1000817,0,40.705312309074934,-74.01199962205766
58,29,101,10004.0,28,100,5.0,13220,370000,370000,0,362072,7928,0,0,0,0,1,46.0,0,0,88.08,149.83,88.08,149.83,0.0,2.0,1932,1,0,1000819,0,40.706273012136734,-74.01165354301583
59,36,101,10004.0,28,100,5.0,13971,205940,205940,0,195940,10000,0,0,0,0,1,20.0,0,63,80.33,185.75,80.0,185.75,0.0,2.0,1913,1,0,1000820,0,40.7057267826973,-74.01186263971479
60,1,101,10004.0,28,100,5.0,23132,406025,406025,0,397073,8952,0,0,0,0,1,31.0,0,6,130.75,183.5,131.0,216.0,3.0,2.0,1968,1,0,1000821,0,40.70527672246183,-74.01104743694744
61,10,101,10004.0,28,162,8.0,11110,91553,91553,0,0,0,0,0,0,91553,1,9.0,0,1,106.67,128.08,106.67,128.08,0.0,2.0,1929,1,0,1000823,0,40.70575156287983,-74.01108719003484
62,7501,101,10004.0,28,131,4.0,23649,377483,52421,325062,0,6092,46329,0,0,0,1,44.0,320,321,139.42,150.33,132.0,115.0,3.0,5.0,2005,1,1957,1087954,0,40.70536736374277,-74.01035856416716
63,14,101,10005.0,28,24,3.0,18016,377214,6000,371214,0,6000,0,0,0,0,2,26.0,372,374,61.08,220.0,61.08,220.0,3.0,0.0,1904,1,0,1078992,0,40.7063033399597,-74.01022886505926
64,21,101,10005.0,28,28,3.0,20249,493187,36487,456700,0,12487,24000,0,0,0,1,27.0,435,440,107.5,184.87,107.0,185.0,0.0,2.0,1958,1,0,1000826,0,40.7062073003625,-74.00991866656663
65,17,101,10005.0,28,24,3.0,12127,303175,38772,264403,22550,10222,0,6000,0,0,1,25.0,317,323,144.0,145.0,143.0,140.0,2.0,2.0,1921,1,0,1000829,0,40.705545933010455,-74.00840012553985
66,5,101,10004.0,28,100,5.0,12919,292466,292466,0,281056,11410,0,0,0,0,1,24.0,0,19,119.75,104.0,118.0,114.0,3.0,2.0,1962,1,0,1000832,0,40.705068280182964,-74.00923321910928
67,1,101,10004.0,28,100,5.0,42762,993569,993569,0,993569,0,0,0,0,0,1,30.0,0,1,251.09,290.7,115.0,246.0,1.0,2.0,1983,1,0,1066031,0,40.70399217190658,-74.01105443740907
68,47,101,10004.0,28,141,4.0,1738,8690,1500,7190,0,1500,0,0,0,0,1,5.5,4,6,17.83,83.08,18.0,83.0,3.0,5.0,1900,1,0,1000845,0,40.70445060357221,-74.01045580242099
69,70,101,10004.0,28,100,5.0,26068,661283,661283,0,646657,14626,0,0,0,0,1,35.0,0,1,230.33,112.17,230.33,112.17,0.0,2.0,1928,1,0,1000849,0,40.70468383481597,-74.01123849408184
70,7503,101,10004.0,28,131,4.0,4377,25483,3961,21522,0,2582,0,1379,0,0,1,8.0,31,32,51.08,83.98,51.0,60.0,0.0,5.0,1900,1,1541,1087244,0,40.70436549934275,-74.01063612348341
71,1,101,10004.0,28,141,4.0,1844,8115,819,7296,0,819,0,0,0,0,2,5.0,4,6,75.17,24.17,75.0,25.0,3.0,5.0,1920,1,0,1079001,0,40.703657371099546,-74.01040518490927
72,7501,101,10004.0,49,125,5.0,160692,3583167,3583167,0,3583167,0,0,0,0,0,1,53.0,0,52,415.0,355.0,382.0,318.0,0.0,5.0,1973,1,997,1083346,0,40.703182633067314,-74.0091536122093
73,11,101,10005.0,49,24,3.0,22957,473460,29960,443500,0,12500,17460,0,0,0,1,22.0,507,510,55.0,231.0,54.0,231.0,3.0,2.0,1969,1,0,1000864,0,40.70467589949878,-74.00758129387442
74,7501,101,10005.0,49,131,4.0,0,72146,2016,70130,0,2016,0,0,0,0,1,28.0,52,55,0.0,0.0,0.0,0.0,0.0,5.0,0,1,2644,1000865,0,40.704791200308215,-74.00726030968767
75,37,101,10005.0,49,111,8.0,11346,19568,19568,0,16568,3000,0,0,0,0,1,5.0,0,1,360.0,33.0,162.0,30.0,1.0,2.0,1920,1,0,1000866,0,40.70367675141277,-74.00835661019879
76,1,101,10005.0,49,100,5.0,23475,582412,582412,0,558708,16051,0,7653,0,0,1,33.0,0,46,103.0,202.0,0.0,0.0,1.0,0.0,1929,1,0,1000871,0,40.704761082658685,-74.00595828424281
77,8,101,10005.0,49,26,4.0,17017,260017,126999,133018,0,0,0,0,0,126999,1,27.0,205,212,118.58,157.17,119.0,157.0,3.0,2.0,1965,1,0,1000872,0,40.70490927872713,-74.00635503642604
78,13,101,10005.0,49,47,5.0,4685,34613,4200,0,0,4200,0,0,0,0,1,8.0,0,1,41.5,110.92,41.0,117.0,3.0,2.0,1961,1,0,1000873,0,40.70510142781404,-74.00606651650305
79,1,101,10005.0,49,100,5.0,22399,463664,463664,0,451164,7500,0,5000,0,0,1,29.0,0,64,117.25,194.92,108.0,174.0,1.0,2.0,1969,1,0,1000875,0,40.705244117199136,-74.00675541601294
80,17,101,10005.0,49,100,5.0,27600,566858,566858,0,566858,0,0,0,0,0,1,32.0,0,23,251.33,114.33,211.0,93.0,1.0,2.0,1973,1,0,1000876,0,40.70566135438751,-74.00616755669121
81,4,101,10005.0,28,102,5.0,4179,50044,50044,0,41988,8056,0,0,0,0,1,12.0,0,10,49.0,76.08,48.0,76.0,0.0,5.0,1905,1,0,1000878,0,40.70562009226961,-74.00767517691291
82,40,101,10005.0,28,14,2.0,1608,5811,1608,4203,0,1608,0,0,0,0,1,4.0,6,7,18.5,89.75,18.5,89.75,0.0,5.0,1900,1,0,1000882,0,40.70554874912265,-74.00735777450372
83,41,101,10005.0,28,14,2.0,1269,7470,1494,5976,0,1494,0,0,0,0,1,5.0,4,5,17.92,82.83,18.0,83.0,3.0,2.0,1986,1,0,1000883,0,40.705504831044905,-74.00738662365501
84,7501,101,10005.0,28,131,4.0,10576,90163,8173,81990,0,8173,0,0,0,0,1,12.0,121,122,174.0,63.0,0.0,0.0,0.0,5.0,1956,1,122,1000884,0,40.70577382688878,-74.00724598965034
85,24,101,10005.0,28,102,5.0,4613,42000,42000,0,36500,5500,0,0,0,0,1,8.0,0,13,32.17,123.75,24.0,124.0,3.0,2.0,1900,1,0,1001013,0,40.7070967194239,-74.00847245767926
86,7504,101,10005.0,28,131,4.0,31722,1013640,46636,822905,0,46636,0,0,0,0,1,66.0,612,777,248.33,120.08,248.0,120.83,0.0,5.0,1932,1,2380,1001007,0,40.70646273221858,-74.00771494875038
87,3,101,10005.0,28,100,5.0,14950,364390,364390,0,333178,31212,0,0,0,0,1,24.0,0,1,123.17,125.58,123.17,125.58,0.0,2.0,1922,1,0,1001024,0,40.7079665841913,-74.0111200203963
88,9,101,10005.0,28,100,5.0,32947,839749,839749,0,814801,24948,0,0,0,0,1,30.0,0,1,160.0,196.25,160.0,196.25,0.0,5.0,1912,1,0,1001025,0,40.70762626745403,-74.01076288402645
89,7502,101,10006.0,28,133,4.0,6517,64510,8417,56093,0,4572,0,3845,0,0,1,11.0,12,14,45.0,92.0,0.0,0.0,0.0,5.0,1913,1,1034,1001041,0,40.70970390198376,-74.01227454287991
90,33,101,10006.0,49,27,3.0,6085,57941,3000,54941,0,3000,0,0,0,0,1,13.0,60,61,52.33,96.0,52.33,96.0,0.0,2.0,1929,1,0,1001051,0,40.70872936448027,-74.01358007003938
91,36,101,10006.0,49,16,4.0,2796,10950,2400,8550,0,2400,0,0,0,0,1,5.0,16,18,27.33,94.42,27.0,79.0,3.0,2.0,1900,1,0,1001053,0,40.708542710336296,-74.01366659795526
92,40,101,10006.0,49,78,4.0,1784,4878,2994,1884,0,2994,0,0,0,0,1,4.0,4,5,19.08,95.58,19.0,48.0,3.0,2.0,1915,1,0,1001057,0,40.7081639166436,-74.01380358225695
93,7501,101,10006.0,49,131,4.0,8486,67009,7000,60009,0,4683,0,284,0,1729,1,13.0,103,84,114.83,67.58,110.0,64.0,0.0,5.0,1903,1,1572,1001050,0,40.70900660669189,-74.01339977955357
94,1,101,10006.0,49,173,4.405676442762536,66222,0,0,0,0,0,0,0,0,0,1,0.0,0,0,213.0,360.0,0.0,0.0,0.0,5.0,0,1,0,1001059,0,40.70982730252357,-74.0132989489876
95,4,101,10006.0,49,24,3.0,16980,357001,2000,355000,2000,0,0,0,0,0,1,24.0,410,411,158.67,119.75,158.67,119.75,0.0,2.0,1908,1,0,1001064,0,40.709991873446405,-74.01425844186872
96,1,101,10007.0,38,100,5.0,833945,8837500,8837499,0,2900000,50000,0,0,0,47499,11,104.0,0,1,950.0,750.0,200.0,198.0,1.0,5.0,2009,1,0,1089309,0,40.71163895221414,-74.01234343376865
97,3,101,10007.0,28,100,5.0,25838,647875,647875,0,491163,156712,0,0,0,0,1,34.0,0,5,119.08,212.75,115.0,213.0,3.0,2.0,1973,1,0,1001069,0,40.71046437680408,-74.01050002995599
98,16,101,10007.0,28,26,4.0,1942,9106,1821,7285,0,1821,0,0,0,0,1,5.0,4,5,19.5,98.42,20.0,98.0,3.0,5.0,1920,1,0,1001074,0,40.710288761323866,-74.00994452295211
99,17,101,10007.0,28,78,4.0,2589,17629,12629,5000,5129,7500,0,0,0,0,1,7.0,2,7,25.25,100.67,25.0,100.0,3.0,2.0,1920,1,0,1001075,0,40.71023935122268,-74.00999501366509
100,1,101,10005.0,28,46,5.0,2688,42012,1800,0,0,1800,0,0,0,0,2,20.0,0,2,21.67,85.0,22.0,85.0,0.0,2.0,2006,1,0,1079032,0,40.709048184510344,-74.00927344674315
101,4,101,10005.0,28,78,4.0,971,4579,4579,0,1215,2704,0,660,0,0,1,4.0,0,3,20.5,39.25,20.5,39.25,0.0,5.0,1925,1,0,1001081,0,40.70906192584048,-74.00905342517366
102,5,101,10005.0,28,138,4.0,915,4134,1734,2400,0,1734,0,0,0,0,1,4.0,3,4,15.5,49.75,16.0,50.0,3.0,5.0,1900,1,0,1001082,0,40.70902623822408,-74.00912555913429
103,7,101,10005.0,28,101,5.0,1425,6400,6400,0,5000,1400,0,0,0,0,1,5.0,0,3,28.0,65.67,28.0,66.0,3.0,2.0,1958,1,0,1001083,0,40.70895212012249,-74.00924457788781
104,9,101,10005.0,28,98,5.0,7878,30681,30681,0,30681,0,0,0,0,0,1,5.0,0,2,83.42,91.25,83.0,91.0,3.0,2.0,1901,1,0,1001085,0,40.708987767983814,-74.00965938073641
105,15,101,10038.0,28,102,5.0,13802,150000,150000,0,141000,9000,0,0,0,0,4,16.0,0,77,58.92,247.0,59.0,247.0,0.0,5.0,1908,1,0,1079040,0,40.709385730926755,-74.00998406479022
106,24,101,10005.0,28,139,4.0,1013,4420,1000,3420,0,1000,0,0,0,0,1,5.0,4,5,34.92,26.08,34.92,26.08,0.0,5.0,1900,1,0,1001092,0,40.70926776584498,-74.00926987033759
107,25,101,10005.0,28,139,4.0,1013,5065,1000,4065,0,1000,0,0,0,0,1,5.0,4,5,28.17,35.75,28.17,35.75,0.0,5.0,1900,1,0,1001093,0,40.70920463104882,-74.0093347866584
108,7501,101,10005.0,28,131,4.0,2102,19995,2908,17087,0,1401,0,0,0,1507,1,19.0,14,16,21.58,98.5,21.0,94.0,3.0,5.0,1920,1,2354,1001086,0,40.70906460761611,-74.00982170428185
109,2,101,10038.0,28,82,5.0,1065,4905,4905,0,0,1868,0,3037,0,0,1,5.5,0,5,22.5,48.33,23.0,48.0,3.0,1.0,1920,1,0,1001094,0,40.70937759619632,-74.00876130433664
110,6,101,10038.0,28,25,4.0,4231,37800,4300,33500,0,4300,0,0,0,0,1,8.0,30,32,50.42,82.25,50.0,86.0,3.0,2.0,1900,1,0,1001096,0,40.70940502939783,-74.00894886990802
111,10,101,10038.0,28,24,3.0,4792,58354,6856,51498,0,6856,0,0,0,0,1,15.0,66,68,56.5,88.0,56.0,84.0,3.0,2.0,1900,1,0,1001098,0,40.709657522763436,-74.00926271059052
112,16,101,10038.0,28,102,5.0,1288,15081,15081,0,13831,1250,0,0,0,0,1,12.0,0,9,25.67,50.17,26.0,50.0,0.0,5.0,1900,1,0,1001099,0,40.70979472252475,-74.00972803032948
113,22,101,10038.0,28,138,4.0,1607,5460,1500,3960,0,1500,0,0,0,0,1,4.0,3,4,24.92,64.17,25.0,62.0,3.0,5.0,1920,1,0,1001104,0,40.709704208835355,-74.00894530309598
114,7501,101,10038.0,28,131,4.0,3359,32342,3792,28550,0,3792,0,0,0,0,1,10.0,28,29,69.58,49.92,69.58,49.92,0.0,5.0,1920,1,21,1001106,0,40.70948739462821,-74.00865671677346
115,7502,101,10038.0,28,126,5.0,7488,149160,149160,0,0,24937,0,0,0,124223,1,23.0,0,2,67.0,137.0,67.0,137.0,3.0,5.0,2013,1,2407,1001102,0,40.71001982269586,-74.00937097075996
116,23,101,10038.0,28,100,5.0,23382,558327,558327,0,553501,4826,0,0,0,0,1,27.0,0,10,178.17,128.75,157.0,115.0,2.0,2.0,1986,1,0,1001109,0,40.70912235430456,-74.00847992903344
117,16,101,10038.0,28,57,5.0,7488,115590,3874,0,0,3874,0,0,0,0,1,19.0,137,139,70.08,77.5,71.0,100.0,3.0,2.0,1907,1,0,1001113,0,40.707975096804276,-74.00771873066944
118,36,101,10038.0,28,100,5.0,18513,377120,377120,0,370440,6680,0,0,0,0,1,22.0,0,76,121.58,163.58,78.0,162.0,2.0,2.0,1973,1,0,1001116,0,40.708345673521244,-74.00719937946864
119,6,101,10038.0,28,27,3.0,16642,222000,23500,198500,15000,8500,0,0,0,0,1,28.0,189,194,105.25,104.1,123.0,139.0,0.0,5.0,2007,1,0,1087832,0,40.70708310937933,-74.00675199554206
120,18,101,10038.0,28,27,3.0,24128,627330,28964,598366,0,9407,19557,0,0,0,2,51.0,650,652,242.0,104.0,80.0,195.0,0.0,5.0,2003,1,0,1087146,0,40.70740972554533,-74.0069323712702
121,32,101,10038.0,28,26,4.0,11550,338463,7905,330558,0,7905,0,0,0,0,1,35.0,416,418,123.17,107.5,123.0,118.0,2.0,2.0,1931,1,0,1001126,0,40.707467423454425,-74.00589360273503
122,7502,101,10038.0,28,131,4.0,14851,344914,130550,214364,97912,32638,0,0,0,0,1,29.0,221,222,131.16,123.41,131.0,100.0,0.0,5.0,1931,1,1062,1001127,0,40.70790929777257,-74.00649959763156
123,43,101,10038.0,28,100,5.0,24092,481858,481858,0,460096,21762,0,0,0,0,1,24.0,0,12,112.25,170.0,100.0,200.0,1.0,2.0,1972,1,0,1001135,0,40.706803191355796,-74.00587911672878
124,7501,101,10038.0,28,126,5.0,20329,255863,255863,0,250368,0,0,5495,0,0,1,16.0,0,44,235.1,81.33,81.0,246.0,0.0,5.0,1958,1,1606,1087484,0,40.70659731409455,-74.0062578135109
125,1,101,10038.0,27,26,4.0,9026,52969,2014,50955,0,2014,0,0,0,0,1,9.0,63,66,79.42,110.0,79.42,95.0,0.0,5.0,1930,1,0,1001136,0,40.706075844136244,-74.00557247621947
126,7,101,10038.0,27,152,11.0,6700,0,0,0,0,0,0,0,0,0,0,0.0,0,0,132.2,53.3,0.0,0.0,0.0,5.0,0,1,0,1082759,0,40.70574649560781,-74.0050711086438
