,Address,corx,cory
1798,43 GRAND STREET,40.722346847662756,-74.00418127944154
1799,47 GRAND STREET,40.72230568055092,-74.00406222410945
1800,306 WEST BROADWAY,40.7221135303933,-74.00452038377824
1801,THOMPSON STREET,0,0
1802,23 GRAND STREET,40.722761276758455,-74.00492448829179
1803,27 GRAND STREET,40.72258835929849,-74.00487036039908
1804,17 THOMPSON STREET,40.722621303885354,-74.00468997899881
1805,417 CANAL STREET,40.72262948571241,-74.00583722073358
1806,74 VARICK STREET,40.722722798578964,-74.00601039762596
1807,76 VARICK STREET,40.72290944642933,-74.00592743754854
1808,11 GRAND STREET,40.722871034313336,-74.00563881895789
1809,87 AVENUE OF THE AMER,40.722659690227886,-74.00559190125901
1810,357 CANAL STREET,40.72110622792301,-74.00386373332277
1811,359 CANAL STREET,40.72114465296137,-74.00391063430129
1812,361 CANAL STREET,40.721183077856374,-74.0039611429322
1813,363 CANAL STREET,40.721213268327276,-74.0040152587256
1814,365 CANAL STREET,40.72129560918691,-74.00406937775232
1815,369 CANAL STREET,40.7213614792557,-74.00418482522898
1816,373 CANAL STREET,40.72141088199838,-74.00426419576499
1817,375 CANAL STREET,40.72145754060656,-74.00432552817404
1818,307 WEST BROADWAY,40.721531656758636,-74.00411629118851
1819,325 WEST BROADWAY,40.72189672601882,-74.00362928275081
1820,53 GRAND STREET,40.72217943243316,-74.00374474301756
1821,55 GRAND STREET,40.72214924218543,-74.0036798036104
1822,57 GRAND STREET,40.72211356261064,-74.00360764866697
1823,59 GRAND STREET,40.722080627637936,-74.0035391015933
1824,323 WEST BROADWAY,40.72186378225213,-74.00383491616024
1825,3 WOOSTER STREET,40.721334044216995,-74.00382406285895
1826,311 WEST BROADWAY,40.72163596897049,-74.00378439633207
1827,27 WOOSTER STREET,40.721965353609946,-74.00334428287698
1828,335 CANAL STREET,40.720823539229414,-74.00316023906082
1829,343 CANAL STREET,40.720793341475456,-74.00335143922072
1830,345 CANAL STREET,40.72084000025242,-74.00342359316161
1831,349 CANAL STREET,40.72108977394112,-74.00340196043287
1832,351 CANAL STREET,40.72096350843999,-74.00361840917257
1833,12 WOOSTER STREET,40.721235249401644,-74.0032901322238
1834,14 WOOSTER STREET,40.72132582837522,-74.0032215921809
1835,18 WOOSTER STREET,40.72143287644914,-74.00313140705994
1836,71 GRAND STREET,40.72163873604328,-74.00303040328939
1837,75 GRAND STREET,40.72161129763877,-74.00265881702937
1838,31 GREENE STREET,40.72142465321826,-74.00269488569704
1839,29 GREENE STREET,40.72137250178345,-74.0027381748909
1840,27 GREENE STREET,40.721325839936334,-74.00277785664008
1841,23 GREENE STREET,40.72125721956325,-74.00283557541694
1842,15 GREENE STREET,40.721059592731045,-74.00300151622292
1843,19 GREENE STREET,40.72115840617768,-74.00291854594295
1844,1 MERCER STREET,40.72011815146136,-74.00254331616117
1845,315 CANAL STREET,40.72016206631683,-74.0026010385255
1846,317 CANAL STREET,40.72022793996063,-74.00262629392253
1847,319 CANAL STREET,40.72029655860602,-74.00264072682776
1848,321 CANAL STREET,40.72033223921914,-74.00269484152517
1849,323 CANAL STREET,40.720373409152124,-74.00275617161589
1850,325 CANAL STREET,40.72040359966232,-74.00283193154264
1851,327 CANAL STREET,40.72044751455228,-74.0028824392274
1852,329 CANAL STREET,40.72048868326968,-74.0029870602686
1853,10 GREENE STREET,40.72068905804841,-74.0026876408099
1854,12 GREENE STREET,40.72075493351129,-74.00263352983958
1855,16 GREENE STREET,40.72083727790372,-74.00256138150178
1856,28 GREENE STREET,40.72111999310633,-74.00232329110483
1857,89 GRAND STREET,40.72144113179195,-74.00222589676854
1858,91 GRAND STREET,40.72140819599363,-74.00215735106933
1859,93 GRAND STREET,40.72137800478185,-74.00209602074158
1860,95 GRAND STREET,40.72135055835958,-74.00203108294583
1861,35 MERCER STREET,40.721281943516004,-74.00178215620289
1862,31 MERCER STREET,40.72116117276197,-74.00186873530413
1863,29 MERCER STREET,40.721045891641594,-74.00194449148003
1864,19 MERCER STREET,40.72076043239223,-74.00218619070463
1865,5 MERCER STREET,40.72044477981761,-74.0024495321089
1866,3 MERCER STREET,40.72030754179191,-74.00245313461582
1867,1A MERCER STREET,40.72022245333181,-74.00249642203951
1868,9 MERCER STREET,40.72056829614774,-74.002344917263
1869,8 GREENE STREET,40.72063141692202,-74.00273814444355
1870,20 GREENE STREET,40.72097451835321,-74.00244594399194
1871,15 MERCER STREET,40.720683577893105,-74.00225112446631
1872,21 MERCER STREET,40.72083179726982,-74.00212486419777
1873,25 MERCER STREET,40.72094433413661,-74.0020274629806
1874,32 GREENE STREET,40.721235274895285,-74.00222588989321
1875,301 CANAL STREET,40.71975585343149,-74.00203103434738
1876,303 CANAL STREET,40.71979427889643,-74.00209597093462
1877,305 CANAL STREET,40.71995896503265,-74.00206350832542
1878,309 CANAL STREET,40.72006875195259,-74.0022474961616
1879,427 BROADWAY,40.71996171449125,-74.00178212089997
1880,425 BROADWAY,40.719868391424335,-74.00186148400154
1881,423 BROADWAY,40.719810750654,-74.00191198772784
1882,419 BROADWAY,40.7196872364296,-74.0019155917018
1883,433 BROADWAY,40.72021149071493,-74.00156567483646
1884,48 HOWARD STREET,40.720304809762816,-74.00175687721888
1885,50 HOWARD STREET,40.72037068227625,-74.00186510558507
1886,18 MERCER STREET,40.72051066590351,-74.00180738851205
1887,107 GRAND STREET,40.720988259794034,-74.00138531369687
1888,459 BROADWAY,40.72088945222168,-74.00102816098507
1889,455 BROADWAY,40.720774171510904,-74.0011183486107
1890,451 BROADWAY,40.720727508094086,-74.00135284011418
1891,449 BROADWAY,40.7206396748953,-74.00142859727784
1892,447 BROADWAY,40.72058203436712,-74.00147549439724
1893,441 BROADWAY,40.72033500610799,-74.0014718813759
1894,443 BROADWAY,40.72049420103724,-74.00155485879489
1895,54 HOWARD STREET,40.72039812756363,-74.00200219347384
1896,307 CANAL STREET,40.720002879862875,-74.00213566037338
1897,434 BROADWAY,40.71992329670398,-74.00106782891153
1898,440 BROADWAY,40.720035832690314,-74.00097042723723
1899,442 BROADWAY,40.72014013338208,-74.00098846646515
1900,444 BROADWAY,40.72003858049382,-74.00049062494314
1901,446 BROADWAY,40.720233457057745,-74.00073954711348
1902,450 BROADWAY,40.720321289766076,-74.00067100460677
1903,452 BROADWAY,40.72016209521941,-74.00033189395899
1904,454 BROADWAY,40.720455783296906,-74.00060967745905
1905,456 BROADWAY,40.72051616823233,-74.00056277970288
1906,458 BROADWAY,40.72058204271397,-74.00050505920692
1907,125 GRAND STREET,40.72040912357119,-74.00031746496353
1908,30 HOWARD STREET,40.71978880704567,-74.00056998860661
1909,32 HOWARD STREET,40.71982723323362,-74.0006529620081
1910,34 HOWARD STREET,40.719865659384595,-74.00073232797828
1911,129 GRAND STREET,40.720335015401965,-74.00016233985765
1912,9 CROSBY STREET,40.71972018898757,-73.99966450072253
1913,13 CROSBY STREET,40.719978196825956,-73.99994588700383
1914,133 GRAND STREET,40.72021699084054,-73.9999062038039
1915,135 GRAND STREET,40.72017581936284,-73.9998268378988
1916,137 GRAND STREET,40.72012915827112,-73.9997294344063
1917,141 GRAND STREET,40.720090731419155,-73.9996464611614
1918,143 GRAND STREET,40.720063283649374,-73.99959234824175
1919,145 GRAND STREET,40.72003858061317,-73.99953823534764
1920,147 GRAND STREET,40.719997408846694,-73.99945165481407
1921,151 GRAND STREET,40.71984095778914,-73.99949855393471
1922,12 HOWARD STREET,40.71949511919861,-73.99993506487526
1923,22 HOWARD STREET,40.71963235699721,-74.00020562831844
1924,28 HOWARD STREET,40.719657059354816,-74.00038961169513
1925,2 HOWARD STREET,40.71923436538699,-73.99937590374282
1926,155 GRAND STREET,40.71983821006254,-73.99903318316576
1927,159 GRAND STREET,40.71972018532562,-73.99902236232053
1928,217 CENTRE STREET,40.7195911820006,-73.9990656543584
1929,211 CENTRE STREET,40.71944845547274,-73.99919191901346
1930,161 GRAND STREET,40.71970371520567,-73.99885280920573
1931,202 CENTRE STREET,40.71874579513626,-73.99895383475231
1932,206 CENTRE STREET,40.718888521305736,-73.9988167484963
1933,208 CENTRE STREET,40.718954395157674,-73.99878067255018
1934,210 CENTRE STREET,40.71901477939986,-73.9987373816743
1935,212 CENTRE STREET,40.71912457065829,-73.99882035179245
1936,214 CENTRE STREET,40.719135547876164,-73.99865440717463
1937,216 CENTRE STREET,40.71924259439361,-73.99873376986518
1938,218 CENTRE STREET,40.71930023389742,-73.99869408630991
1939,220 CENTRE STREET,40.71938806544205,-73.99862914956849
1940,165 GRAND STREET,40.71947589520704,-73.99843073493801
1941,150 BAXTER STREET,40.71925357066043,-73.99850289004986
1942,148 BAXTER STREET,40.719165738959646,-73.99854978938114
1943,144 BAXTER STREET,40.71904222558415,-73.99861472675217
1944,217 HESTER STREET,40.71875677569937,-73.99913781539522
1945,136 BAXTER STREET,40.71867442975937,-73.99878789259711
1946,145 BAXTER STREET,40.719075155215556,-73.99809164085887
1947,181 GRAND STREET,40.71926453784612,-73.99777056843016
1948,183 GRAND STREET,40.719242578567126,-73.99770924177926
1949,185 GRAND STREET,40.71921787442221,-73.99764430777371
1950,187 GRAND STREET,40.719195914924065,-73.99757576622589
1951,189 GRAND STREET,40.71917395538508,-73.99750722472322
1952,149 MULBERRY STREET,40.71908612699192,-73.99769481721745
1953,143 MULBERRY STREET,40.71889399559816,-73.99778501072257
1954,141 MULBERRY STREET,40.71883086674889,-73.99781748005937
1955,139 MULBERRY STREET,40.718764993130364,-73.9978499494232
1956,133 MULBERRY STREET,40.71864422509808,-73.99792570999747
1957,131 MULBERRY STREET,40.71845758078626,-73.9978896412986
1958,193 HESTER STREET,40.71832857850739,-73.99796900914666
1959,195 HESTER STREET,40.71840817748106,-73.99802311844252
1960,197 HESTER STREET,40.71845209573497,-73.9981493779065
1961,137 BAXTER STREET,40.7186579554143,-73.9983261378097
1962,nan,0,0
1963,179 GRAND STREET,40.719338650210815,-73.99797980086183
1964,145 MULBERRY STREET,40.718992806099344,-73.99774171768179
1965,140 MULBERRY STREET,40.71866617099561,-73.99733408553615
1966,142 MULBERRY STREET,40.71875949164111,-73.99728357726379
1967,146 MULBERRY STREET,40.71887477077166,-73.99725110530512
1968,191 GRAND STREET,40.719072393282744,-73.99724388218615
1969,195 GRAND STREET,40.718973578940044,-73.99712123199653
1970,197 GRAND STREET,40.71898455323066,-73.99693725007839
1971,203 GRAND STREET,40.71891318362476,-73.9967244123075
1972,143 MOTT STREET,40.71877320281785,-73.99679296107644
1973,141 MOTT STREET,40.718734778953184,-73.99689397196708
1974,139 MOTT STREET,40.718671650257484,-73.99692283460796
1975,137 MOTT STREET,40.718608521744855,-73.996958912112
1976,135 MOTT STREET,40.71854539312616,-73.99699138209219
1977,133 MOTT STREET,40.71848500944375,-73.99703106679283
1978,131 MOTT STREET,40.71842188089563,-73.99706714409335
1979,129 MOTT STREET,40.71835875242637,-73.99710682877095
1980,127 MOTT STREET,40.71829287909369,-73.99714290604902
1981,123 MOTT STREET,40.71817759900424,-73.99713569611956
1982,121 MOTT STREET,40.71804859724031,-73.9972150650935
1983,183 HESTER STREET,40.71818309444748,-73.99738460896161
1984,185 HESTER STREET,40.718207798822164,-73.99745314929999
1985,187 HESTER STREET,40.718237993062324,-73.99753972667949
1986,189 HESTER STREET,40.71823250573088,-73.99764434260116
1987,191 HESTER STREET,40.71826269982718,-73.99773092009939
1988,132 MULBERRY STREET,40.71849325375353,-73.99744953093925
1989,181 HESTER STREET,40.71816113487576,-73.99731967599821
1990,122 MOTT STREET,40.71807327881628,-73.99644307404793
1991,124 MOTT STREET,40.71822424582457,-73.99661622302212
1992,205 GRAND STREET,40.71882259843337,-73.99645024899914
1993,207 GRAND STREET,40.71879514824969,-73.9963672786731
1994,209 GRAND STREET,40.71875397303836,-73.99624823451241
1995,219 GRAND STREET,40.71867161870093,-73.99590913768643
1996,95 ELIZABETH STREET,40.71851791818407,-73.9960823049144
1997,91 ELIZABETH STREET,40.718416363662236,-73.99612920771493
1998,83 ELIZABETH STREET,40.71817482898072,-73.99625548198398
1999,77 ELIZABETH STREET,40.71793329174713,-73.99630599946762
2000,75 ELIZABETH STREET,40.717881142346464,-73.99633846913413
2001,161 HESTER STREET,40.71776586323036,-73.99636372736056
2002,163 HESTER STREET,40.717793313420344,-73.9964466964038
2003,165 HESTER STREET,40.717872912895665,-73.99649358860877
2004,167 HESTER STREET,40.717900362776916,-73.99656934299753
2005,169 HESTER STREET,40.717930557578136,-73.99665231215505
2006,171 HESTER STREET,40.71796075221708,-73.99673167396384
2007,173 HESTER STREET,40.71799918227168,-73.99685432456207
2008,128 MOTT STREET,40.718476759498024,-73.99647551958131
2009,217 GRAND STREET,40.71867985826369,-73.99606065061855
2010,87 ELIZABETH STREET,40.71830108556061,-73.99618332604452
2011,84 ELIZABETH STREET,40.718045808929496,-73.99578291610075
2012,86 ELIZABETH STREET,40.718106192318565,-73.99574683796259
2013,88 ELIZABETH STREET,40.718172065349755,-73.99571436684106
2014,90 ELIZABETH STREET,40.718229703549795,-73.99566746643511
2015,92 ELIZABETH STREET,40.71836144969321,-73.9956061312962
2016,223 GRAND STREET,40.718583777007225,-73.99565301358804
2017,223 GRAND STREET,40.718583777007225,-73.99565301358804
2018,229 GRAND STREET,40.71849593531877,-73.99541131997618
2019,116 BOWERY,40.718386136401854,-73.99520209561489
2020,114 BOWERY,40.718240666823675,-73.99526703998951
2021,112 BOWERY,40.718174793771944,-73.9952959041511
2022,110 BOWERY,40.71810892071236,-73.99532476825564
2023,108 BOWERY,40.71803481452656,-73.99538249230024
2024,104 BOWERY,40.71793874994614,-73.99543300287334
2025,102 BOWERY,40.71785091805854,-73.9954438311456
2026,100 BOWERY,40.717793280229024,-73.99549794630802
2027,98 BOWERY,40.71773289705531,-73.99553763191385
2028,96 BOWERY,40.71766976910748,-73.99557731762991
2029,94 BOWERY,40.717606641145395,-73.9956170032708
2030,90 BOWERY,40.7175105767279,-73.99567472798041
2031,80 ELIZABETH STREET,40.717787806312415,-73.99591640676253
2032,SOUTH STREET,0,0
2033,SOUTH STREET,0,0
2034,260 SOUTH STREET,40.70919084899138,-73.98997268100757
2035,270 SOUTH STREET,40.70958023206029,-73.98634401023756
2036,42 SOUTH STREET,40.70380854639891,-74.00769300163546
2037,44 SOUTH STREET,40.70380854639891,-74.00769300163546
2038,301 SOUTH STREET,40.71050465528922,-73.98222821055138
2039,322 F D R DRIVE,40.711004305280966,-73.98290980930837
2040,645 WATER STREET,40.71117434651733,-73.9820296438826
2041,71 JACKSON STREET,40.71124278139835,-73.98088618729034
2042,605 WATER STREET,40.71100175486386,-73.9842732738514
2043,621 WATER STREET,40.71105106440359,-73.98358431566909
2044,286 SOUTH STREET,40.710881234077235,-73.98621389023259
2045,292 SOUTH STREET,40.71112542244129,-73.9854383231184
2046,CHERRY STREET,0,0
2047,275 SOUTH STREET,40.710705739201366,-73.98771445154289
2048,SOUTH STREET,0,0
2049,285 SOUTH STREET,40.710601340107935,-73.98682714247904
2050,291 CHERRY STREET,40.71116134371395,-73.98747269482215
2051,251 CHERRY STREET,40.710898000729706,-73.98898048773665
2052,CHERRY STREET,0,0
2053,82 RUTGERS SLIP,40.71033819222257,-73.99035124460632
2054,80 RUTGERS SLIP,40.7108020436799,-73.99019246785755
2055,235 CHERRY STREET,40.710766387480774,-73.99049907104036
2056,250 SOUTH STREET,40.71045628796878,-73.99123855388197
2057,222 SOUTH STREET,40.70995686013558,-73.99297358206988
2058,74 PIKE SLIP,40.71054695920619,-73.99257674737365
2059,169 CHERRY STREET,40.7104207485642,-73.99337030491249
2060,70 WATER STREET,40.704058172152294,-74.00965505977935
2061,220 SOUTH STREET,40.70965230030163,-73.99506926621174
2062,203 SOUTH STREET,40.70935863970176,-73.9958015004798
2063,394 WATER STREET,40.71016008615354,-73.9951810457036
2064,2 MONROE STREET,40.71093137444026,-73.99542626889843
2065,166 MARKET STREET,0,0
2066,PIKE STREET,0,0
2067,76 MONROE STREET,40.711518606482684,-73.99259828161622
2068,58 MARKET STREET,40.7112606699893,-73.9938030687272
2069,45 PIKE STREET,40.711749096343546,-73.99157745019724
2070,230 CHERRY STREET,40.711441615512854,-73.99070097077663
2071,300 CHERRY STREET,40.71214123513364,-73.98757711682013
2072,MADISON STREET,0,0
2073,272 CHERRY STREET,0,0
2074,318 CHERRY STREET,0,0
2075,290 MADISON STREET,40.71230298418814,-73.98591059828767
2076,604 WATER STREET,40.71159187183784,-73.98422263551049
2077,356 CHERRY STREET,40.711973399690606,-73.98426583040181
2078,198 MONROE STREET,40.71225060033958,-73.98411787325688
2079,55 MONTGOMERY STREET,40.71206403805879,-73.98472030421176
2080,35 MONTGOMERY STREET,40.712698033522926,-73.98438830207888
2081,636 WATER STREET,40.71233825430458,-73.98287339609172
2082,656 WATER STREET,40.71241223307914,-73.98202209589894
2083,668 WATER STREET,40.71246977218293,-73.98138722606596
2084,397 F D R DRIVE,40.71177502950812,-73.97951534077022
2085,430 FDR DRIVE WEST LANE,0,0
2086,14 JACKSON STREET,40.71293619421188,-73.98026166438747
2087,453 F D R DRIVE,40.712949691996506,-73.97898472830856
2088,549 GRAND STREET,40.713841995053365,-73.9804345418012
2089,305 MADISON STREET,40.713496765498235,-73.98443500837061
2090,280 HENRY STREET,40.713589974277625,-73.98361976225524
2091,333 MADISON STREET,40.713653032413035,-73.98312556161852
2092,345 MADISON STREET,40.713724297006955,-73.98246181975838
2093,371 MADISON STREET,40.71371864685691,-73.98143737804497
2094,1 JACKSON STREET,40.713971175928215,-73.98150584466991
2095,259 MADISON STREET,40.71335973545006,-73.98605826908256
2096,227 MADISON STREET,40.71319524604098,-73.98778613600423
2097,203 MADISON STREET,40.712844100276364,-73.98966191678404
2098,nan,0,0
2099,207 MADISON STREET,40.712929174184225,-73.98951040322233
2100,209 MADISON STREET,40.712934656118065,-73.9894274378662
2101,211 MADISON STREET,40.712942881751644,-73.98933365060078
2102,213 MADISON STREET,40.712951107645885,-73.98924347046494
2103,215 MADISON STREET,40.71295658836789,-73.9891496836005
2104,217 MADISON STREET,40.712964813775166,-73.98905589626996
2105,219 MADISON STREET,40.71297303910601,-73.98896210891625
2106,221 MADISON STREET,40.712981264011574,-73.98886471438507
2107,223 MADISON STREET,40.71298948918666,-73.98877092698463
2108,225 MADISON STREET,40.71299771393049,-73.98867353240584
2109,174 HENRY STREET,40.71327768386495,-73.98871677087644
2110,172 HENRY STREET,40.71326671921918,-73.98886466669688
2111,168 HENRY STREET,40.71325300893301,-73.98900534858299
2112,166 HENRY STREET,40.713244783567234,-73.98909913632528
2113,164 HENRY STREET,40.713239302886635,-73.98919292359939
2114,162 HENRY STREET,40.71323107736803,-73.98928671129926
2115,160 HENRY STREET,40.71322285144021,-73.98937689180855
2116,158 HENRY STREET,40.713214625771705,-73.98947067946254
2117,152 HENRY STREET,40.71320091766995,-73.98964382561026
2118,150 HENRY STREET,40.71321740104685,-73.98980975273987
2119,148 HENRY STREET,40.71321191820407,-73.98988550408282
2120,146 HENRY STREET,40.713203690864326,-73.98996486299309
2121,23 RUTGERS STREET,40.71307193377597,-73.9898674895282
2122,25 RUTGERS STREET,40.713006055678434,-73.98982421367366
2123,27 RUTGERS STREET,40.71294017820425,-73.98978815220893
2124,29 RUTGERS STREET,40.71283313632948,-73.989831454365
2125,157 MADISON STREET,40.71290463713619,-73.99152319692823
2126,189 MADISON STREET,40.712824980486545,-73.99076209926407
2127,191 MADISON STREET,40.71283320779215,-73.9906755266104
2128,193 MADISON STREET,40.71283869027092,-73.99058895432292
2129,195 MADISON STREET,40.71284691774384,-73.99050598877714
2130,197 MADISON STREET,40.71276181207762,-73.99028957234741
2131,32 RUTGERS STREET,40.71283317679502,-73.99030038339001
2132,28 RUTGERS STREET,40.712967671939744,-73.99032200674024
2133,26 RUTGERS STREET,40.7130362918905,-73.99033281824903
2134,24 RUTGERS STREET,40.71310491183965,-73.99034362978007
2135,22 RUTGERS STREET,40.71317353148485,-73.99035083416864
2136,140 HENRY STREET,40.713126886699385,-73.99054562768458
2137,138 HENRY STREET,40.71311865949181,-73.99063220073573
2138,136 HENRY STREET,40.713113176980706,-73.9907187733833
2139,134 HENRY STREET,40.7131049496429,-73.99080534639526
2140,142 HENRY STREET,40.71324764095418,-73.99036164494669
2141,30 RUTGERS STREET,40.71289905198737,-73.99031119525368
2142,47 MONROE STREET,40.711848050262155,-73.99382465667735
2143,49 MONROE STREET,40.71185627967568,-73.9937344785771
2144,51 MONROE STREET,40.71186450901852,-73.99364430045455
2145,53 MONROE STREET,40.71184803563387,-73.9935577317917
2146,55 MONROE STREET,40.71177392279312,-73.99348199008445
2147,57 MONROE STREET,40.71203466441653,-73.99329439522269
2148,73 MONROE STREET,40.711941309264546,-73.99274612570044
2149,75 MONROE STREET,40.7119495376029,-73.99265234024232
2150,154 MADISON STREET,40.712229505852505,-73.99269198763129
2151,144 MADISON STREET,40.71224599719305,-73.99305991151307
2152,130 MADISON STREET,40.71212252159334,-73.99373445355074
2153,MADISON STREET,0,0
2154,42 MARKET STREET,40.71221586201214,-73.99408433473513
2155,54 MARKET STREET,40.71180139996514,-73.99402665806971
2156,56 MARKET STREET,40.71172729082588,-73.99401584345138
2157,48 MARKET STREET,40.71193863900365,-73.9940446812609
2158,148 MADISON STREET,40.71212796119113,-73.99287596128367
2159,44 MARKET STREET,40.712108815552725,-73.99406991580678
2160,125 MADISON STREET,40.712534246317375,-73.99392919987972
2161,127 MADISON STREET,40.712460133920274,-73.99385706410587
2162,72 HENRY STREET,40.71274283561119,-73.99369471668491
2163,24 MARKET STREET,40.71292676228772,-73.99422134339692
2164,26 MARKET STREET,40.71283618369895,-73.99419249407731
2165,30 MARKET STREET,40.71274834986363,-73.9941636445958
2166,32 MARKET STREET,40.71268796437219,-73.99414922132912
2167,34 MARKET STREET,40.71262483448397,-73.99414201260028
2168,36 MARKET STREET,40.71256444917278,-73.99413119651173
2169,38 MARKET STREET,40.71250406404424,-73.99412398757133
2170,40 MARKET STREET,40.71244093415292,-73.99411677888628
2171,141 MADISON STREET,40.712778481208744,-73.99306346321434
2172,5 MONROE STREET,40.711636809838836,-73.99630274133018
2173,7 MONROE STREET,40.71164504083725,-73.99620174257548
2174,9 MONROE STREET,40.71165327199117,-73.99610795796086
2175,13 MONROE STREET,40.71166973445277,-73.99593120991236
2176,15 MONROE STREET,40.7116752206241,-73.995837425401
2177,17 MONROE STREET,40.71168345174771,-73.99575085486723
2178,19 MONROE STREET,40.711691682670285,-73.99566067722749
2179,21 MONROE STREET,40.71169991352222,-73.99557049956547
2180,23 MONROE STREET,40.711708144303486,-73.9954803218812
2181,25 MONROE STREET,40.711713630251985,-73.99539014436445
2182,27 MONROE STREET,40.71172734864084,-73.99525668121399
2183,37 MONROE STREET,40.71176026843133,-73.99485268498013
2184,39 MONROE STREET,40.71176849865023,-73.99476250712556
2185,55 MARKET STREET,40.711672420897955,-73.99452444715979
2186,53 MARKET STREET,40.71173829621674,-73.99454608427112
2187,51 MARKET STREET,40.71181789465968,-73.99455329194107
2188,49 MARKET STREET,40.71189200374756,-73.99456410717164
2189,47 MARKET STREET,40.71196611266366,-73.99457131532685
2190,45 MARKET STREET,40.71204021970309,-73.9945388453601
2191,43 MARKET STREET,40.71210609279071,-73.99451359021383
2192,41 MARKET STREET,40.71217745711753,-73.99452440567251
2193,120 MADISON STREET,40.71213903571424,-73.99463622920194
2194,118 MADISON STREET,40.7120978676231,-73.99470837464644
2195,116 MADISON STREET,40.712053955377776,-73.99479494863353
2196,114 MADISON STREET,40.71204572513375,-73.99488512687029
2197,112 MADISON STREET,40.7120374948191,-73.99497530508478
2198,110 MADISON STREET,40.712029264433774,-73.99506548327699
2199,108 MADISON STREET,40.712023778739855,-73.99515566124747
2200,106 MADISON STREET,40.71201554821324,-73.99524583939886
2201,104 MADISON STREET,40.712007317616,-73.99533601752799
2202,100 MADISON STREET,40.71199360083102,-73.99551276643386
2203,98 MADISON STREET,40.71198536988679,-73.99559933739985
2204,96 MADISON STREET,40.711977139147585,-73.99569312254452
2205,94 MADISON STREET,40.71196890833197,-73.99578690766606
2206,90 MADISON STREET,40.71195793409088,-73.99592037102308
2207,88 MADISON STREET,40.71194695969503,-73.99605383433612
2208,86 MADISON STREET,40.71193872834385,-73.99614040517471
2209,84 MADISON STREET,40.71193049704575,-73.99623058308946
2210,82 MADISON STREET,40.711922265792225,-73.99632436807899
2211,43 CATHERINE STREET,40.711985400497824,-73.99649029122028
2212,45 CATHERINE STREET,40.71193874542048,-73.99668868406522
2213,47 CATHERINE STREET,40.71186737844303,-73.99658047478734
2214,49 CATHERINE STREET,40.711793269436804,-73.99656605022885
2215,51 CATHERINE STREET,40.71172190540608,-73.99655883973287
2216,53 CATHERINE STREET,40.711581921669456,-73.99652999033033
2217,102 MADISON STREET,40.71199908694806,-73.99542619563485
2218,11 MONROE STREET,40.71166150331825,-73.99602138748901
2219,31 MONROE STREET,40.71174655254368,-73.99503304041794
2220,75 MADISON STREET,40.712347709079,-73.99649027214305
2221,77 MADISON STREET,40.712358683980256,-73.99635680809943
2222,81 MADISON STREET,40.71236965860839,-73.99621973689058
2223,83 MADISON STREET,40.71238063319597,-73.99608627275848
2224,87 MADISON STREET,40.71239435213682,-73.99594559417052
2225,89 MADISON STREET,40.71240532614389,-73.99580491569739
2226,93 MADISON STREET,40.7124163001148,-73.99566784430176
2227,97 MADISON STREET,40.712432761757654,-73.99548748699657
2228,99 MADISON STREET,40.71243824771122,-73.99539730850009
2229,101 MADISON STREET,40.71244647835603,-73.99530712979553
2230,103 MADISON STREET,40.712454708930174,-73.99521695106868
2231,105 MADISON STREET,40.71246293943368,-73.99512677231957
2232,107 MADISON STREET,40.71247117002203,-73.99504020067498
2233,109 MADISON STREET,40.712476655625174,-73.99495002208974
2234,37 MARKET STREET,40.71239978843429,-73.9946434224649
2235,35 MARKET STREET,40.71247115274616,-73.99465423811026
2236,31 MARKET STREET,40.71257270960359,-73.99466865849448
2237,58 HENRY STREET,40.712751137429855,-73.99507985840387
2238,56 HENRY STREET,40.712742906963406,-73.99517003754868
2239,54 HENRY STREET,40.712734676426294,-73.9952602166712
2240,52 HENRY STREET,40.712726445818554,-73.99535039577147
2241,44 HENRY STREET,40.712696267442865,-73.99571111177322
2242,38 HENRY STREET,40.712682550469275,-73.99589868384344
2243,38 HENRY STREET,40.712682550469275,-73.99589868384344
2244,HENRY STREET,0,0
2245,32 HENRY STREET,40.71264962561359,-73.99625939951342
2246,30 HENRY STREET,40.71264413898485,-73.9963495782249
2247,28 HENRY STREET,40.71263865228545,-73.99643975692155
2248,26 HENRY STREET,40.712627675991826,-73.99652993588914
2249,24 HENRY STREET,40.712688064487786,-73.99665618259351
2250,25 CATHERINE STREET,40.71271551848213,-73.9968834310366
2251,27 CATHERINE STREET,40.712644154284,-73.99686900582878
2252,29 CATHERINE STREET,40.712570043226904,-73.9967788310067
2253,31 CATHERINE STREET,40.71250142387747,-73.99676801293752
2254,33 CATHERINE STREET,40.71242731479918,-73.99674998090889
2255,37 CATHERINE STREET,40.71235320581972,-73.99673555604075
2256,39 CATHERINE STREET,40.7122543937745,-73.99671391818976
2257,25 MARKET STREET,40.71277582726396,-73.994784070833
2258,50 HENRY STREET,40.71271272915291,-73.99553075372116
2259,95 MADISON STREET,40.712424530971546,-73.99557766566029
2260,47 MADISON STREET,40.712169340088224,-73.99827219409623
2261,31 OLIVER STREET,40.71210346247028,-73.99806298360471
2262,27 OLIVER STREET,40.71224893557525,-73.9981062647543
2263,23 OLIVER STREET,40.71236970568783,-73.99814233253599
2264,21 OLIVER STREET,40.71243009062361,-73.99815315222676
2265,19 OLIVER STREET,40.7124849862063,-73.99817479347091
2266,17 OLIVER STREET,40.71254262660282,-73.9982000418071
