,Address,corx,cory
23291,419 EAST 57 STREET,40.758192573610515,-73.9619222993137
23292,431 EAST 57 STREET,40.75810192646197,-73.96170938483988
23293,433 EAST 57 STREET,40.75803599970088,-73.96155060057501
23294,447 EAST 57 STREET,40.75790689269367,-73.96124025056457
23295,455 EAST 57 STREET,40.75780250956423,-73.96099485973039
23296,461 EAST 57 STREET,40.75772834144526,-73.96081803384172
23297,4 SUTTON PLACE SOUTH,40.75721794604976,-73.96119372730264
23298,16 SUTTON PLACE SOUTH,0,0
23299,446 EAST 58 STREET,40.758046725640696,-73.96079979858025
23300,440 EAST 58 STREET,40.75811265343654,-73.96095858212759
23301,436 EAST 58 STREET,40.758145617252154,-73.96103797401913
23302,434 EAST 58 STREET,40.758184075373656,-73.96113180119255
23303,430 EAST 58 STREET,40.758244507156334,-73.96127254056
23304,428 EAST 58 STREET,40.758244507156334,-73.96127254056
23305,426 EAST 58 STREET,40.75829670090651,-73.96140245612878
23306,422 EAST 58 STREET,40.75833790347441,-73.96149628213885
23307,414 EAST 58 STREET,40.758467010980375,-73.96181024427104
23308,410 EAST 58 STREET,40.7584698130322,-73.9619835043344
23309,400 EAST 58 STREET,40.75865104095852,-73.96221080745966
23310,403 EAST 57 STREET,40.75839314582203,-73.96255025748361
23311,405 EAST 57 STREET,40.75836842551086,-73.96249612719294
23312,415 EAST 57 STREET,40.758302450172366,-73.96218573796222
23313,442 EAST 58 STREET,40.75808518518203,-73.96089723507343
23314,432 EAST 58 STREET,40.758244507156334,-73.96127254056
23315,420 EAST 58 STREET,40.75840932219836,-73.96166228313783
23316,441 EAST 57 STREET,40.75797007272029,-73.96139181662444
23317,1066 1 AVENUE,40.759062693198324,-73.96203009140204
23318,407 EAST 58 STREET,40.75895556463006,-73.96177747735928
23319,419 EAST 58 STREET,40.75873570666728,-73.96094738803778
23320,30 SUTTON PLACE,40.758370442329465,-73.96032313918391
23321,418 EAST 59 STREET,40.759065180748536,-73.96125762480025
23322,410 EAST 59 STREET,40.7591420941304,-73.96143806279206
23323,408 EAST 59 STREET,40.75918879217705,-73.96154993512664
23324,1076 1 AVENUE,40.75929042696479,-73.96178811418838
23325,403 EAST 58 STREET,40.75900226234836,-73.96188934961853
23326,405 EAST 58 STREET,40.758977540532946,-73.96183160943318
23327,409 EAST 58 STREET,40.758930842758396,-73.96171973725595
23328,440 EAST 59 STREET,40.75866962066983,-73.9603265706006
23329,40 SUTTON PLACE,40.75862015048371,-73.96013889949842
23330,45 SUTTON PLACE SOUTH,40.75557939885588,-73.96138959280074
23331,EAST 55 STREET,0,0
23332,25 SUTTON PLACE SOUTH,40.75615288009624,-73.96088393142664
23333,EAST 56 STREET,0,0
23334,EAST 56 STREET,0,0
23335,1 SUTTON PLACE SOUTH,40.75682797161254,-73.96054423924573
23336,EAST 57 STREET,0,0
23337,EAST 57 STREET,0,0
23338,EAST 57 STREET,0,0
23339,1 SUTTON PLACE,40.757387817664245,-73.96030567669757
23340,3 SUTTON PLACE,40.75746190709509,-73.96025148909291
23341,7 SUTTON PLACE,40.75755794946526,-73.96018284997471
23342,11 SUTTON PLACE,40.75764028430883,-73.96016114331827
23343,13 SUTTON PLACE,40.75767870073978,-73.96013224373928
23344,15 SUTTON PLACE,40.75771986190755,-73.96010334248298
23345,17 SUTTON PLACE,40.75775827832355,-73.96007444283615
23346,19 SUTTON PLACE,40.75779943947638,-73.96004554150959
23347,21 SUTTON PLACE,40.757843344113084,-73.96001302891628
23348,4 SUTTON SQUARE,40.75772801715918,-73.95987593418684
23349,6 SUTTON SQUARE,40.75769231031559,-73.95980376417529
23350,8 SUTTON SQUARE,40.75769231031559,-73.95980376417529
23351,14 SUTTON SQUARE,40.75761813530606,-73.95961250162044
23352,16 SUTTON SQUARE,40.75756869823483,-73.95952229236235
23353,SUTTON SQUARE,0,0
23354,RIVERVIEW TERRACE,0,0
23355,RIVERVIEW TERRACE,0,0
23356,RIVERVIEW TERRACE,0,0
23357,RIVERVIEW TERRACE,0,0
23358,RIVERVIEW TERRACE,0,0
23359,RIVERVIEW TERRACE,0,0
23360,6 RIVERVIEW TERRACE,40.75810939000824,-73.95945699101361
23361,5 RIVERVIEW TERRACE,40.75807097374913,-73.9594858911689
23362,4 RIVERVIEW TERRACE,40.75803255748253,-73.95951479129084
23363,3 RIVERVIEW TERRACE,40.75799139646428,-73.95954369304653
23364,7 SUTTON SQUARE,40.75792553907271,-73.95959065769887
23365,25 SUTTON PLACE,40.758068341538625,-73.95980714685022
23366,31 SUTTON PLACE,40.75817261534469,-73.9597312822867
23367,33 SUTTON PLACE,40.758213776408894,-73.9597023805683
23368,35 SUTTON PLACE,40.75830427319145,-73.9594749204395
23369,RIVERVIEW TERRACE,0,0
23370,EAST 59 STREET,0,0
23371,EAST 59 STREET,0,0
23372,40 RIVER ROAD,40.763024070457604,-73.94957740848712
23373,475 MAIN STREET,40.760096201306894,-73.95137364905919
23374,465 MAIN STREET,40.75978618046973,-73.95169513776892
23375,460 MAIN STREET,40.758992777837285,-73.95128782307754
23376,430 MAIN STREET,40.75836724915492,-73.9519380108368
23377,1 MAIN STREET,40.75393652535079,-73.95710621985766
23378,1 MAIN STREET,40.75393652535079,-73.95710621985766
23379,510 MAIN STREET,40.760905439883075,-73.95029374291596
23380,1 MAIN STREET,40.75393652535079,-73.95710621985766
23381,531 MAIN STREET,40.76153675251276,-73.95034380876567
23382,900 MAIN STREET,40.77038464710022,-73.94200111137246
23383,1 MAIN STREET,40.75393652535079,-73.95710621985766
23384,1 MAIN STREET,40.75393652535079,-73.95710621985766
23385,1 MAIN STREET,40.75393652535079,-73.95710621985766
23386,1 MAIN STREET,40.75393652535079,-73.95710621985766
23387,U THANT ISLAND,40.74662440853507,-73.96489188075394
23388,455 MAIN STREET,40.75948171425265,-73.95217544510278
23389,425 MAIN STREET,40.758644942935575,-73.95308928173326
23390,415 MAIN STREET,40.75834867596776,-73.9534973765112
23391,405 MAIN STREET,40.757983819244195,-73.95398131655375
23392,551 MAIN STREET,40.76263153596891,-73.94949467924305
23393,480 MAIN STREET,40.75945367687874,-73.95077491263241
23394,781 5 AVENUE,40.764308137934364,-73.97254284005577
23395,5 EAST 59 STREET,40.76418730010457,-73.9722540956453
23396,650 MADISON AVENUE,40.7639511161874,-73.97169465720641
23397,637 MADISON AVENUE,40.76366549337208,-73.9710125075749
23398,57 EAST 59 STREET,40.76339909363315,-73.97038450350607
23399,510 PARK AVENUE,40.763511498925126,-73.9698862885353
23400,36 EAST 60 STREET,40.763607624119295,-73.97011366854952
23401,28 EAST 60 STREET,40.76367628562801,-73.97027969314698
23402,26 EAST 60 STREET,40.76374769071269,-73.9704421069652
23403,20 EAST 60 STREET,40.763805366329166,-73.97058286774818
23404,645 MADISON AVENUE,40.76391247551183,-73.97083551434716
23405,10 EAST 60 STREET,40.76429147570212,-73.97174144169327
23406,4 EAST 60 STREET,40.76442329202898,-73.97202296113414
23407,785 5 AVENUE,40.76454688644448,-73.97235863431776
23408,55 EAST 59 STREET,40.76351444116288,-73.9706515841787
23409,502 PARK AVENUE,40.76327825131478,-73.9700993768306
23410,790 5 AVENUE,40.764865173488616,-73.97193252640245
23411,652 MADISON AVENUE,40.764480708915194,-73.97112045108075
23412,655 MADISON AVENUE,40.76427744902227,-73.9705321201805
23413,35 EAST 60 STREET,40.76417308578421,-73.97028669131349
23414,37 EAST 60 STREET,40.76413463515321,-73.97019285041729
23415,41 EAST 60 STREET,40.76405498891938,-73.97000517018606
23416,47 EAST 60 STREET,40.763991822171015,-73.96986080194276
23417,520 PARK AVENUE,40.763876481386255,-73.96962620992058
23418,46 EAST 61 STREET,40.76425802141967,-73.96970545441916
23419,667 MADISON AVENUE,40.76451618595196,-73.97031541781223
23420,797 5 AVENUE,40.765087435714506,-73.97167973437301
23421,39 EAST 60 STREET,40.764107171840685,-73.97013149400834
23422,36 EAST 61 STREET,40.764378865635706,-73.96999419451208
23423,34 EAST 61 STREET,40.7644090765763,-73.97006637969905
23424,40 EAST 61 STREET,40.76431569793186,-73.96984621564275
23425,660 MADISON AVENUE,40.76472499906511,-73.97115283476667
23426,530 PARK AVENUE,40.76413993366788,-73.96946364313678
23427,EAST 60 STREET,0,0
23428,800 5 AVENUE,40.765504574015374,-73.97142685705144
23429,11 EAST 61 STREET,40.7652931188618,-73.97098652925976
23430,15 EAST 61 STREET,40.76526016102566,-73.97090351393912
23431,680 MADISON AVENUE,40.765265566153445,-73.97057139283895
23432,673 MADISON AVENUE,40.76483179394618,-73.97017087863456
23433,675 MADISON AVENUE,40.764889423231196,-73.9701311431991
23434,27 EAST 61 STREET,40.76485369277106,-73.96994344109619
23435,29 EAST 61 STREET,40.76482348081131,-73.9698676455212
23436,33 EAST 61 STREET,40.764787777425084,-73.96978463258483
23437,540 PARK AVENUE,40.76460651197242,-73.96935874064985
23438,550 PARK AVENUE,40.764765603608566,-73.96897240182173
23439,48 EAST 62 STREET,40.76488095438862,-73.96923948552856
23440,36 EAST 62 STREET,40.7650292633915,-73.969589584461
23441,34 EAST 62 STREET,40.765067715458656,-73.96968703624458
23442,681 MADISON AVENUE,40.76513639266668,-73.9699108237039
23443,18 EAST 62 STREET,40.76547143925601,-73.97063989182342
23444,16 EAST 62 STREET,40.765504395446136,-73.97071568727928
23445,14 EAST 62 STREET,40.76553460684489,-73.97079148401387
23446,12 EAST 62 STREET,40.765567563847746,-73.97087088961888
23447,10 EAST 62 STREET,40.765600519885425,-73.97094668529843
23448,8 EAST 62 STREET,40.76563622152227,-73.97102608986476
23449,805 5 AVENUE,40.76584492551147,-73.97144115110525
23450,677 MADISON AVENUE,40.764955283914674,-73.97008057408999
23451,4 EAST 62 STREET,40.76569389279441,-73.9711524151084
23452,40 EAST 62 STREET,40.7649578561605,-73.9694235584624
23453,810 5 AVENUE,40.76613581688046,-73.97123525446261
23454,812 5 AVENUE,40.76628949619299,-73.97113049687708
23455,5 EAST 62 STREET,40.76603140866314,-73.97080570624806
23456,9 EAST 62 STREET,40.76598197307429,-73.97068659708887
23457,11 EAST 62 STREET,40.76593802961038,-73.97057831574757
23458,15 EAST 62 STREET,40.76588035493278,-73.97044116048039
23459,19 EAST 62 STREET,40.765836413096494,-73.9703400994999
23460,21 EAST 62 STREET,40.7658116946105,-73.97027874023763
23461,690 MADISON AVENUE,40.765652481905036,-73.97021022114902
23462,694 MADISON AVENUE,40.76578146043542,-73.97011630308802
23463,698 MADISON AVENUE,40.765877508565346,-73.97004766962169
23464,691 MADISON AVENUE,40.765520598738256,-73.96969044011999
23465,27 EAST 62 STREET,40.76547113620855,-73.96947386278273
23466,35 EAST 62 STREET,40.76540522214404,-73.96932227325074
23467,39 EAST 62 STREET,40.76535578598192,-73.96920677630325
23468,43 EAST 62 STREET,40.76528437529202,-73.96902991994048
23469,560 PARK AVENUE,40.765147052387626,-73.96871230556525
23470,570 PARK AVENUE,40.765399521407886,-73.96853890727014
23471,48 EAST 63 STREET,40.76549564923449,-73.96876629178547
23472,44 EAST 63 STREET,40.76552311424511,-73.96883125891041
23473,42 EAST 63 STREET,40.7655533249348,-73.96889983480857
23474,38 EAST 63 STREET,40.76559452232367,-73.96899728568306
23475,34 EAST 63 STREET,40.7656329729516,-73.9690875179402
23476,28 EAST 63 STREET,40.765698888286565,-73.9692427177676
23477,700 MADISON AVENUE,40.765877508565346,-73.97004766962169
23478,706 MADISON AVENUE,40.76603394095736,-73.9699790087387
23479,20 EAST 63 STREET,40.76608613792996,-73.97015948674938
23480,16 EAST 63 STREET,40.76613557406299,-73.97027859570362
23481,14 EAST 63 STREET,40.76616578388846,-73.9703471728889
23482,12 EAST 63 STREET,40.76619874119445,-73.97042657902657
23483,10 EAST 63 STREET,40.76624816411867,-73.9704951478324
23484,8 EAST 63 STREET,40.76625093193671,-73.97058539759882
23485,2 EAST 63 STREET,40.766333314610485,-73.97074420315747
23486,815 5 AVENUE,40.766415733442486,-73.97104741103834
23487,692 MADISON AVENUE,40.765707366455395,-73.97017048648729
23488,697 MADISON AVENUE,40.76564684638326,-73.96965067258944
23489,40 EAST 63 STREET,40.76557255078243,-73.96894675586931
23490,18 EAST 63 STREET,40.76611085647849,-73.97022084622024
23491,817 5 AVENUE,40.766511782118016,-73.97097877826117
23492,26 EAST 63 STREET,40.76579501567638,-73.9694737143354
23493,1 EAST 62 STREET,40.76609457420834,-73.97095007980867
23494,820 5 AVENUE,40.766813637845445,-73.9707187216724
23495,3 EAST 63 STREET,40.76670927319352,-73.97046606303859
23496,5 EAST 63 STREET,40.76667631591723,-73.9703866562727
23497,7 EAST 63 STREET,40.766643359516394,-73.97031085964593
23498,9 EAST 63 STREET,40.766610402132805,-73.97023145303541
23499,13 EAST 63 STREET,40.76656371256818,-73.97011956214776
23500,15 EAST 63 STREET,40.766517022894554,-73.97000767141695
23501,17 EAST 63 STREET,40.766478573934826,-73.96992104748249
23502,710 MADISON AVENUE,40.76627816342366,-73.969751466058
23503,714 MADISON AVENUE,40.76637969986106,-73.96967921900855
23504,716 MADISON AVENUE,40.766434589928124,-73.96966114377081
23505,718 MADISON AVENUE,40.766483985752714,-73.96962502074582
23506,711 MADISON AVENUE,40.7660639378956,-73.96923893915306
23507,713 MADISON AVENUE,40.76611607833159,-73.96920281474675
23508,717 MADISON AVENUE,40.76623956751777,-73.96911250666594
23509,27 EAST 63 STREET,40.766083080420174,-73.96897539807595
23510,29 EAST 63 STREET,40.76605561646719,-73.96891404037402
23511,33 EAST 63 STREET,40.766000686506885,-73.96878410507058
23512,43 EAST 63 STREET,40.76587160012652,-73.96847731394368
23513,45 EAST 63 STREET,40.76584962835814,-73.96842678409125
23514,580 PARK AVENUE,40.765866002310695,-73.96808382453607
23515,52 EAST 64 STREET,40.766091110992285,-73.96822811790373
23516,50 EAST 64 STREET,40.76611308384087,-73.96828225790563
23517,46 EAST 64 STREET,40.76615153502587,-73.96837249045252
23518,42 EAST 64 STREET,40.76618723942238,-73.96845550433167
23519,40 EAST 64 STREET,40.76621195887802,-73.96851686326323
23520,36 EAST 64 STREET,40.76626414341452,-73.9686431900106
23521,34 EAST 64 STREET,40.7662888608085,-73.96869732900002
23522,721 MADISON AVENUE,40.76639048168549,-73.96893915440634
23523,720 MADISON AVENUE,40.766536110091025,-73.96952752548337
23524,726 MADISON AVENUE,40.76666234426483,-73.96943721617548
23525,26 EAST 64 STREET,40.76666513007977,-73.96959244757039
23526,24 EAST 64 STREET,40.766695340311266,-73.96966102498972
23527,22 EAST 64 STREET,40.76672555145024,-73.96973321253627
23528,20 EAST 64 STREET,40.76675850917666,-73.96981261903751
23529,18 EAST 64 STREET,40.766791466848154,-73.96989202561737
23530,16 EAST 64 STREET,40.76682167690078,-73.96996060330267
23531,14 EAST 64 STREET,40.76684639649178,-73.97002557344894
23532,12 EAST 64 STREET,40.76687660552755,-73.97009054117817
23533,4 EAST 64 STREET,40.766948013640764,-73.97026379282923
23534,828 5 AVENUE,40.76715118107749,-73.9704839175158
23535,825 5 AVENUE,40.76702769083311,-73.97057422428992
23536,21 EAST 63 STREET,40.766429150670625,-73.96985247886548
23537,712 MADISON AVENUE,40.766330303069694,-73.96971173189318
23538,715 MADISON AVENUE,40.76616547401483,-73.96916669155462
23539,31 EAST 63 STREET,40.76602815150543,-73.96884907269552
23540,41 EAST 63 STREET,40.765896318585824,-73.96853506257249
23541,47 EAST 63 STREET,40.76582765656756,-73.96837625427219
23542,49 EAST 63 STREET,40.76580568376219,-73.96832211447133
23543,54 EAST 64 STREET,40.76606089890744,-73.96815593172761
23544,48 EAST 64 STREET,40.76613230993843,-73.96832917918246
23545,44 EAST 64 STREET,40.766168013376436,-73.96840858297966
23546,38 EAST 64 STREET,40.766239423041874,-73.96857822094542
23547,10 EAST 64 STREET,40.76690132410989,-73.97015190135171
23548,35 EAST 63 STREET,40.765948502122846,-73.96865777871253
23549,834 5 AVENUE,40.76751067987343,-73.97024188095509
23550,3 EAST 64 STREET,40.76732671859108,-73.96999647648713
23551,5 EAST 64 STREET,40.76726080334239,-73.9698376620263
23552,11 EAST 64 STREET,40.767170171896446,-73.96962831787873
23553,15 EAST 64 STREET,40.76713172074627,-73.96953447313967
23554,17 EAST 64 STREET,40.76709601713221,-73.96945145750483
23555,19 EAST 64 STREET,40.76705482109688,-73.96935761423524
23556,25 EAST 64 STREET,40.766991650670676,-73.9692024098651
23557,740 MADISON AVENUE,40.76699165067066,-73.9692024098651
23558,29 EAST 64 STREET,40.76678017040628,-73.9687007081491
23559,35 EAST 64 STREET,40.76669228162882,-73.96849136576098
23560,37 EAST 64 STREET,40.76661263265341,-73.96830368035714
23561,47 EAST 64 STREET,40.76651101044591,-73.9680618551138
23562,53 EAST 64 STREET,40.76646431877356,-73.96794996591413
23563,57 EAST 64 STREET,40.76643410752257,-73.96788138950883
23564,600 PARK AVENUE,40.76630504715057,-73.9676756793163
23565,604 PARK AVENUE,40.76645874656342,-73.96765394441293
23566,48 EAST 65 STREET,40.76679369068543,-73.96796063761813
23567,44 EAST 65 STREET,40.76684587582732,-73.96808696503305
23568,42 EAST 65 STREET,40.76687059547681,-73.96814832443465
23569,40 EAST 65 STREET,40.76690080557102,-73.96821329133599
23570,30 EAST 65 STREET,40.767016148192404,-73.9684442814833
23571,746 MADISON AVENUE,40.767233162719265,-73.96910843576623
23572,750 MADISON AVENUE,40.76735665181096,-73.96901812599566
23573,18 EAST 65 STREET,40.767375952866935,-73.9693466361811
23574,16 EAST 65 STREET,40.76740067088498,-73.96940438643699
23575,14 EAST 65 STREET,40.76742813648462,-73.9694729657865
23576,8 EAST 65 STREET,40.767502289309974,-73.96964260685208
23577,4 EAST 65 STREET,40.7675654572455,-73.96979059260863
23578,23 EAST 64 STREET,40.766991650670676,-73.9692024098651
23579,59 EAST 64 STREET,40.766373713152724,-73.9678453181704
23580,61 EAST 64 STREET,40.766346246579985,-73.96777674057789
23581,608 PARK AVENUE,40.76648615537688,-73.96751674910631
23582,46 EAST 65 STREET,40.76682115614507,-73.96802560567703
23583,743 MADISON AVENUE,40.76699973494127,-73.96864645375805
23584,741 MADISON AVENUE,40.76695857168659,-73.96867535376131
23585,12 EAST 65 STREET,40.76745834678382,-73.96954154393727
23586,20 EAST 65 STREET,40.76734848719191,-73.96927805693744
23587,610 PARK AVENUE,40.76667833292343,-73.96767910820606
23588,9 EAST 64 STREET,40.76721411339984,-73.96972577032201
23589,838 5 AVENUE,40.7677356943189,-73.97003239344234
23590,842 5 AVENUE,40.76802378141782,-73.96960987792157
23591,13 EAST 65 STREET,40.76779584709186,-73.96915510637456
23592,15 EAST 65 STREET,40.767760142238835,-73.96906847999419
23593,17 EAST 65 STREET,40.76772169160814,-73.96897824486604
23594,19 EAST 65 STREET,40.76768873331138,-73.9688988376293
23595,21 EAST 65 STREET,40.767658521653956,-73.96882664941724
23596,752 MADISON AVENUE,40.76761457841309,-73.96872558680374
23597,27 EAST 65 STREET,40.76741133628542,-73.96824553859352
23598,33 EAST 65 STREET,40.76732619343258,-73.96804341369993
23599,35 EAST 65 STREET,40.76728224749332,-73.9679351319172
23600,41 EAST 65 STREET,40.767230063196955,-73.96781241388584
23601,45 EAST 65 STREET,40.76719161157948,-73.96772218020106
23602,47 EAST 65 STREET,40.767150413121854,-73.96762472777844
23603,53 EAST 65 STREET,40.76709273595719,-73.9674911826572
23604,55 EAST 65 STREET,40.767048789497416,-73.96738290161844
23605,620 PARK AVENUE,40.76697737910786,-73.96721687295143
23606,630 PARK AVENUE,40.76726005961576,-73.96711926125442
23607,64 EAST 66 STREET,40.767342457302064,-73.96731416591578
23608,62 EAST 66 STREET,40.7673671773613,-73.96737552548804
23609,60 EAST 66 STREET,40.76739464314854,-73.96744049386507
23610,56 EAST 66 STREET,40.76744682885609,-73.96756682201234
23611,54 EAST 66 STREET,40.767474293520856,-73.96762818044041
23612,52 EAST 66 STREET,40.767499014424715,-73.9676931503576
23613,48 EAST 66 STREET,40.76755394459488,-73.96781947757457
23614,46 EAST 66 STREET,40.76757866438422,-73.96788083752924
23615,762 MADISON AVENUE,40.76778473956917,-73.96867857530033
23616,764 MADISON AVENUE,40.76783413507579,-73.96864245081427
23617,768 MADISON AVENUE,40.76793292703869,-73.96857381181186
23618,770 MADISON AVENUE,40.76798232251137,-73.96853768716772
23619,20 EAST 66 STREET,40.76797965725214,-73.96883010923527
23620,8 EAST 66 STREET,40.768084025471886,-73.96908277012487
23621,845 5 AVENUE,40.76822957192201,-73.96936429402191
23622,51 EAST 65 STREET,40.767114708131864,-73.96754171314412
23623,58 EAST 66 STREET,40.76742210788079,-73.96750185219295
23624,50 EAST 66 STREET,40.767526479021996,-73.96775450888585
23625,766 MADISON AVENUE,40.76788353155433,-73.9686099364024
23626,22 EAST 66 STREET,40.76795219225088,-73.96876513971446
23627,40 EAST 66 STREET,40.76766106077827,-73.9680757440652
23628,1 EAST 66 STREET,40.76868519205617,-73.96933881323193
23629,5 EAST 66 STREET,40.76852589563432,-73.96895981945083
23630,9 EAST 66 STREET,40.768473713415425,-73.96884070848472
23631,11 EAST 66 STREET,40.76844075404871,-73.96875769026141
23632,15 EAST 66 STREET,40.7683968097703,-73.9686530163508
23633,17 EAST 66 STREET,40.76835561112208,-73.96855195143544
23634,19 EAST 66 STREET,40.76832814695286,-73.96849059181446
23635,778 MADISON AVENUE,40.768336322725446,-73.96827758893254
23636,53 EAST 66 STREET,40.76789693778217,-73.96746551920236
23637,57 EAST 66 STREET,40.76780904780092,-73.96725978505766
23638,59 EAST 66 STREET,40.76778432665384,-73.96719481499889
23639,61 EAST 66 STREET,40.76775686175953,-73.96713345646391
23640,63 EAST 66 STREET,40.76772939580066,-73.96706848786015
23641,640 PARK AVENUE,40.767630531336785,-73.96688081078977
23642,650 PARK AVENUE,40.76789123798534,-73.9667290557384
23643,40 EAST 67 STREET,40.76812468574877,-73.96723435890001
23644,36 EAST 67 STREET,40.76816588453059,-73.9673318125068
23645,34 EAST 67 STREET,40.76820433746897,-73.96742565743136
23646,791 MADISON AVENUE,40.76839926085036,-73.96759162927685
23647,789 MADISON AVENUE,40.76834712093725,-73.96762775618296
23648,785 MADISON AVENUE,40.76825107428423,-73.9676963956843
23649,783 MADISON AVENUE,40.76820442381749,-73.96773251976833
23650,782 MADISON AVENUE,40.768484488850746,-73.96809701031718
23651,22 EAST 67 STREET,40.76853117937006,-73.96820529285107
23652,20 EAST 67 STREET,40.768564138140654,-73.96828470074907
23653,18 EAST 67 STREET,40.768599842587584,-73.96836771758842
23654,14 EAST 67 STREET,40.768646533839416,-73.9684796106688
23655,12 EAST 67 STREET,40.76869597169027,-73.9685987229552
23656,10 EAST 67 STREET,40.768728933132664,-73.96868896176515
23657,8 EAST 67 STREET,40.76877835413509,-73.9687467013577
23658,6 EAST 67 STREET,40.76879210228152,-73.96883694934289
23659,4 EAST 67 STREET,40.76883604249666,-73.96892718327855
23660,2 EAST 67 STREET,40.76897059103241,-73.96913651135658
23661,854 5 AVENUE,40.76884710187759,-73.96922682309622
23662,32 EAST 67 STREET,40.768234550001736,-73.96749784559947
23663,787 MADISON AVENUE,40.768300470492726,-73.96766388036718
23664,3 EAST 66 STREET,40.76857807966719,-73.96908615093444
23665,45 EAST 66 STREET,40.76803975859404,-73.96780119214671
23666,44 EAST 67 STREET,40.768058767732164,-73.96707915540742
23667,21 EAST 66 STREET,40.76821283423222,-73.96836790140472
23668,857 5 AVENUE,40.76925324782118,-73.96894503963372
23669,5 EAST 67 STREET,40.769181780806534,-73.96856239190747
23670,7 EAST 67 STREET,40.76914607650296,-73.96847937423833
23671,9 EAST 67 STREET,40.76911311786937,-73.96839996555012
23672,11 EAST 67 STREET,40.76906642753709,-73.96829168193355
23673,15 EAST 67 STREET,40.76901698937153,-73.96817256921251
23674,17 EAST 67 STREET,40.76896480534154,-73.96804984779855
23675,21 EAST 67 STREET,40.768918114679146,-73.96794156466859
23676,23 EAST 67 STREET,40.768890648174114,-73.96787298441637
23677,794 MADISON AVENUE,40.768854943372254,-73.96778996747975
23678,801 MADISON AVENUE,40.76878069811359,-73.9673026295098
23679,799 MADISON AVENUE,40.768734047774004,-73.96733875415696
23680,795 MADISON AVENUE,40.768640746038685,-73.96740739313061
23681,793 MADISON AVENUE,40.768585862465265,-73.96744713181955
23682,33 EAST 67 STREET,40.768594018838634,-73.96717275515893
23683,35 EAST 67 STREET,40.768547327349374,-73.96706447324675
23684,37 EAST 67 STREET,40.76851436773773,-73.96698506597268
23685,39 EAST 67 STREET,40.76848140807118,-73.96690565877721
23686,41 EAST 67 STREET,40.76845119516849,-73.96683347061017
23687,43 EAST 67 STREET,40.76842373008448,-73.96677211160979
23688,47 EAST 67 STREET,40.76837154351318,-73.9666457822322
23689,49 EAST 67 STREET,40.76834407728179,-73.96658081322992
23690,51 EAST 67 STREET,40.76831661206281,-73.96651945443244
23691,660 PARK AVENUE,40.768234211988855,-73.96632093775669
23692,670 PARK AVENUE,40.76848118569232,-73.96614030482846
23693,54 EAST 68 STREET,40.76853612072751,-73.96627746311697
23694,52 EAST 68 STREET,40.76856358607445,-73.96633882201691
23695,50 EAST 68 STREET,40.76859105138865,-73.96640018096744
23696,48 EAST 68 STREET,40.76861851772087,-73.96646515013614
23697,44 EAST 68 STREET,40.76865697136253,-73.96655899519811
23698,40 EAST 68 STREET,40.768714649594216,-73.96669254264867
23699,38 EAST 68 STREET,40.76875310409076,-73.96678999815225
23700,36 EAST 68 STREET,40.76878056916388,-73.96685135746347
23701,34 EAST 68 STREET,40.76880803627749,-73.96691993718098
23702,30 EAST 68 STREET,40.7689892469781,-73.96712201771012
23703,805 MADISON AVENUE,40.768871247855124,-73.96720872032655
23704,803 MADISON AVENUE,40.76882185280569,-73.96724484643853
23705,18 EAST 68 STREET,40.76923375473561,-73.9679233617207
23706,14 EAST 68 STREET,40.76930241834341,-73.96808578788088
23707,12 EAST 68 STREET,40.769329883722214,-73.96815075843874
23708,10 EAST 68 STREET,40.769360095795584,-73.96822294815584
23709,6 EAST 68 STREET,40.769409531922385,-73.968334841107
23710,860 5 AVENUE,40.76947002171174,-73.96872110526849
23711,797 MADISON AVENUE,40.76868739640045,-73.96737126858216
23712,45 EAST 67 STREET,40.7683990097078,-73.96671075128808
23713,53 EAST 67 STREET,40.76829189050012,-73.96645448415333
23714,32 EAST 68 STREET,40.768838247055655,-73.96698490541507
23715,807 MADISON AVENUE,40.76891789918154,-73.96717620569771
23716,16 EAST 68 STREET,40.769272206183835,-73.96801359828852
23717,20 EAST 68 STREET,40.76914586457786,-73.96771401264591
23718,870 5 AVENUE,40.76989535678235,-73.96835627153412
23719,5 EAST 68 STREET,40.76971682389,-73.96790507791219
23720,9 EAST 68 STREET,40.769650905781994,-73.96774625982172
23721,813 MADISON AVENUE,40.769200544435265,-73.96695584421337
23722,815 MADISON AVENUE,40.76926914945939,-73.96690887752953
23723,817 MADISON AVENUE,40.76935696244852,-73.96684385015068
23724,35 EAST 68 STREET,40.769203212246154,-73.96668868810505
23725,37 EAST 68 STREET,40.76917025237874,-73.9666092802349
23726,39 EAST 68 STREET,40.769134547716654,-73.96652987382282
23727,41 EAST 68 STREET,40.76910158773944,-73.96645046611314
23728,43 EAST 68 STREET,40.76906862876099,-73.96637466867408
23729,45 EAST 68 STREET,40.76903566867649,-73.96629526111984
23730,47 EAST 68 STREET,40.76900270853708,-73.96621585364419
23731,49 EAST 68 STREET,40.76896974728169,-73.96613283606052
23732,680 PARK AVENUE,40.76882422926655,-73.96597406217325
23733,684 PARK AVENUE,40.76892301855678,-73.96590180800807
23734,686 PARK AVENUE,40.768991616732706,-73.96583317930744
23735,690 PARK AVENUE,40.76912332025515,-73.96568509372483
23736,48 EAST 69 STREET,40.769202988426024,-73.96592332586192
